FRAME,TIME,PHANTOM,MARKER_NR,TRAJECTORY_TYPE,X,Y,Z,VX,VY,VZ,VELOCITY,ANGLEXY,ANGLEXZ,ANGLEYZ
122,0.605,skull,midpoint,calculated,391.053,333.058,184.309,,,,,180.0,180.0,180.0
123,0.61,skull,phantom1,Measured,420.322,336.085,221.465,0.4,-0.2,0.5,0.856,38.027,53.782,173.492
123,0.61,skull,phantom2,Measured,392.493,394.757,178.147,-0.2,0.4,-0.7,0.79,261.228,51.903,218.383
123,0.61,skull,phantom3,Measured,452.633,326.505,134.234,-0.6,2.3,0.0,1.349,165.265,35.306,37.394
123,0.61,skull,phantom4,Measured,390.315,301.449,187.466,1.3,-2.2,-0.7,8.377,246.49,32.321,284.473
123,0.61,catheter3_mid3,tip3,Measured,316.25,482.759,31.184,-0.1,0.3,-0.8,1.511,282.621,327.707,48.87
123,0.61,catheter3_mid3,tip4,Measured,362.249,514.404,30.922,0.2,-1.1,-0.6,1.082,82.436,150.104,342.202
123,0.61,catheter3_mid3,tip5,Measured,358.167,481.13,54.421,-0.3,0.5,-0.7,1.257,260.974,21.998,331.996
123,0.61,catheter3_mid3,tip6,Measured,414.148,478.289,34.464,-5.5,-4.3,1.4,5.361,310.024,197.435,179.301
123,0.61,catheter3_mid3,tip7,Mixed,119.288,489.037,2.368,0.5,2.0,-4.0,3.704,264.251,56.672,237.369
129,0.64,catheter3_mid3,tip1,Measured,318.714,482.486,15.355,-2.3,0.8,-2.8,3.641,245.776,18.703,243.909
144,0.715,catheter3_mid3,tip2,Measured,189.906,483.067,2.722,-3.0,-0.5,-3.4,3.919,195.01,306.84,311.096
146,0.725,skull,midpoint,calculated,391.053,333.058,184.309,,,,,180.0,180.0,180.0
148,0.735,catheter3_mid3,tip7,Mixed,119.308,489.039,2.457,-0.5,1.0,3.3,3.473,79.62,272.187,62.594
149,0.74,skull,phantom4,Measured,390.314,301.546,187.442,0.0,-1.7,0.5,1.386,235.531,57.373,241.503
149,0.74,catheter3_mid3,tip5,Measured,358.199,481.135,54.464,-0.9,0.2,0.5,1.255,244.341,228.086,182.048
152,0.755,catheter3_mid3,tip4,Measured,362.281,514.364,30.958,-0.1,0.3,-0.6,1.47,305.001,273.702,263.228
160,0.795,catheter3_mid3,tip6,Measured,414.189,478.264,34.501,0.4,-1.1,-0.8,2.116,270.0,254.978,180.0
162,0.805,skull,phantom3,Measured,452.653,326.478,134.265,0.5,1.8,0.8,1.41,304.225,288.208,233.16
163,0.81,catheter3_mid3,tip2,Measured,189.857,483.022,2.75,2.0,0.7,-0.9,3.582,83.504,169.957,196.274
165,0.82,skull,phantom1,Measured,420.342,336.062,221.504,0.7,0.1,-0.3,1.13,266.042,277.953,144.806
166,0.825,catheter3_mid3,tip3,Measured,316.256,482.72,31.23,-0.4,-0.9,-0.3,1.445,73.135,336.338,291.106
167,0.83,skull,phantom2,Measured,392.515,394.726,178.19,-0.3,0.7,-1.4,1.688,359.233,167.158,12.842
168,0.835,catheter3_mid3,tip1,Measured,318.749,482.5,15.317,0.4,-0.9,0.9,2.472,312.914,276.853,259.267
170,0.845,skull,midpoint,calculated,391.053,333.058,184.309,,,,,180.0,180.0,180.0
174,0.865,catheter3_mid3,tip6,Measured,414.15,478.264,34.491,-0.2,0.0,-0.8,1.504,357.952,229.867,350.526
176,0.875,skull,phantom2,Measured,392.499,394.742,178.173,-0.3,0.0,0.8,1.357,265.118,270.507,315.083
176,0.875,catheter3_mid3,tip3,Measured,316.259,482.754,31.218,-0.1,1.0,-0.3,1.411,11.859,155.585,296.178
177,0.88,catheter3_mid3,tip1,Measured,318.707,482.527,15.322,1.4,-1.8,-0.4,2.776,7.66,235.229,277.516
177,0.88,catheter3_mid3,tip5,Measured,358.18,481.127,54.452,-1.3,0.0,-0.7,1.502,283.971,269.493,144.806
182,0.905,skull,phantom3,Measured,452.627,326.492,134.273,0.1,1.3,-0.2,1.157,312.914,253.169,297.285
183,0.91,catheter3_mid3,tip4,Measured,362.25,514.381,30.96,-0.5,-0.7,0.3,1.364,358.681,266.175,272.493
184,0.915,skull,phantom1,Measured,420.313,336.06,221.508,0.0,-0.2,-0.2,0.705,260.877,341.426,229.396
185,0.92,skull,phantom4,Measured,390.319,301.533,187.436,-1.7,-0.7,0.6,1.209,212.668,274.1,275.223
187,0.93,catheter3_mid3,tip7,Mixed,119.279,488.984,2.367,-0.3,3.1,-0.1,4.37,6.454,127.911,210.673
189,0.94,catheter3_mid3,tip2,Measured,189.879,483.05,2.704,-1.1,-0.2,-1.0,1.877,348.352,299.46,252.095
195,0.97,skull,midpoint,calculated,391.053,333.058,184.309,,,,,180.0,180.0,180.0
195,0.97,skull,phantom1,Measured,420.332,336.063,221.491,-1.2,0.0,-0.8,1.942,296.799,297.967,261.907
197,0.98,skull,phantom2,Measured,392.498,394.709,178.195,0.6,0.6,1.2,1.223,97.564,277.2,275.749
201,1.0,skull,midpoint,calculated,391.053,333.058,184.309,,,,,180.0,180.0,180.0
201,1.0,skull,phantom1,Measured,420.348,336.056,221.534,0.7,-0.5,0.5,1.593,229.494,261.115,255.37
201,1.0,skull,phantom2,Measured,392.514,394.729,178.193,0.7,-0.9,-0.5,1.182,257.379,270.0,270.0
201,1.0,skull,phantom3,Measured,452.641,326.483,134.277,-0.5,0.3,-0.3,0.657,253.327,310.604,349.188
201,1.0,skull,phantom4,Measured,390.305,301.522,187.437,0.3,0.3,-0.7,1.003,221.74,287.724,296.178
201,1.0,catheter3_mid3,tip1,Measured,318.718,482.481,15.328,1.9,-1.5,-0.1,2.689,266.65,22.572,290.51
201,1.0,catheter3_mid3,tip2,Measured,189.912,483.019,2.792,-0.2,4.0,-0.7,6.183,263.308,203.385,152.585
201,1.0,catheter3_mid3,tip3,Measured,316.264,482.733,31.227,0.0,-0.2,0.6,1.123,189.904,275.254,313.706
201,1.0,catheter3_mid3,tip4,Measured,362.265,514.358,30.961,1.8,0.2,1.0,2.123,144.806,268.253,110.916
201,1.0,catheter3_mid3,tip5,Measured,358.181,481.116,54.474,0.6,-0.5,0.5,1.192,321.62,262.315,280.534
201,1.0,catheter3_mid3,tip6,Measured,414.164,478.243,34.511,1.6,-1.1,0.2,1.667,270.507,182.481,189.104
201,1.0,catheter3_mid3,tip7,Mixed,119.327,489.055,2.424,-1.1,-1.9,3.6,3.049,101.683,230.091,282.656
204,1.015,catheter3_mid3,tip1,Measured,318.708,482.449,15.339,-0.2,-2.4,0.3,4.097,211.487,280.871,272.73
206,1.025,skull,phantom3,Measured,452.644,326.465,134.294,-0.4,-0.1,0.3,0.918,248.538,53.844,75.812
207,1.03,catheter3_mid3,tip4,Measured,362.256,514.376,30.989,0.2,-0.3,0.5,1.455,144.806,274.1,267.953
210,1.045,catheter3_mid3,tip5,Measured,358.196,481.105,54.476,-1.8,1.2,-2.3,1.978,235.775,238.699,193.402
211,1.05,catheter3_mid3,tip6,Measured,414.163,478.265,34.532,-0.4,0.2,-1.8,1.64,216.623,97.564,145.806
213,1.06,catheter3_mid3,tip3,Measured,316.267,482.717,31.255,-0.4,-0.9,-0.3,1.514,159.915,10.043,68.998
217,1.08,catheter3_mid3,tip7,Mixed,119.331,488.986,2.439,-0.3,-1.0,0.2,3.114,283.97,175.645,292.804
218,1.085,catheter3_mid3,tip2,Measured,189.869,483.014,2.755,-1.5,-0.2,-2.0,2.546,12.623,107.418,329.909
219,1.09,skull,midpoint,calculated,391.053,333.058,184.309,,,,,180.0,180.0,180.0
221,1.1,catheter3_mid3,tip3,Measured,316.256,482.705,31.232,0.9,-0.9,2.0,1.157,220.324,229.867,35.194
224,1.115,skull,phantom2,Measured,392.512,394.716,178.193,-0.7,1.4,0.1,1.566,216.623,344.726,67.66
226,1.125,skull,phantom1,Measured,420.361,336.064,221.536,-1.9,-0.6,-1.9,2.842,261.115,114.144,164.009
229,1.14,catheter3_mid3,tip5,Measured,358.17,481.091,54.463,-0.9,1.1,0.0,1.738,215.543,243.026,232.548
231,1.15,skull,phantom3,Measured,452.656,326.507,134.242,0.2,0.2,0.4,0.625,273.35,328.994,255.37
231,1.15,catheter3_mid3,tip1,Measured,318.724,482.512,15.336,1.7,-0.5,-0.9,4.385,278.167,213.958,254.874
232,1.155,catheter3_mid3,tip6,Measured,414.147,478.253,34.512,0.6,-0.7,1.0,1.697,223.495,312.336,347.363
234,1.165,catheter3_mid3,tip7,Mixed,119.325,489.052,2.414,0.7,-0.1,4.3,3.103,71.38,357.952,348.041
235,1.17,catheter3_mid3,tip4,Measured,362.27,514.348,30.988,-0.7,-0.5,0.0,1.067,302.436,203.831,280.534
239,1.19,skull,phantom4,Measured,390.315,301.529,187.434,-0.3,-0.2,1.2,1.166,222.544,146.731,290.774
240,1.195,catheter3_mid3,tip2,Measured,189.894,483.066,2.713,-4.4,-1.3,-1.1,4.168,6.951,23.853,131.984
243,1.21,skull,midpoint,calculated,391.053,333.058,184.309,,,,,180.0,180.0,180.0
246,1.225,catheter3_mid3,tip1,Measured,318.726,482.518,15.281,0.0,1.1,-1.9,4.117,254.965,295.916,277.2
246,1.225,catheter3_mid3,tip6,Measured,414.169,478.268,34.498,-0.5,0.3,-1.2,1.517,220.07,274.882,302.437
247,1.23,skull,phantom2,Measured,392.5,394.707,178.204,-0.6,0.2,-0.4,1.744,268.986,69.813,246.691
248,1.235,catheter3_mid3,tip5,Measured,358.195,481.11,54.474,-0.7,0.3,0.2,1.046,276.236,322.437,284.952
249,1.24,skull,phantom4,Measured,390.309,301.506,187.442,0.0,1.0,1.0,1.507,336.338,253.327,182.048
251,1.25,skull,phantom1,Measured,420.335,336.06,221.494,0.8,0.5,-1.3,0.931,352.659,357.952,288.72
251,1.25,skull,phantom3,Measured,452.666,326.475,134.234,0.6,0.7,-1.3,1.696,278.748,28.737,152.585
255,1.27,catheter3_mid3,tip7,Mixed,119.305,489.02,2.444,-1.3,-4.6,0.2,3.475,285.144,272.384,343.973
257,1.28,catheter3_mid3,tip4,Measured,362.263,514.381,30.982,0.7,-1.5,0.2,1.908,31.59,317.835,229.494
259,1.29,catheter3_mid3,tip2,Measured,189.921,483.038,2.768,-1.3,1.9,1.0,2.586,299.552,296.091,232.2
262,1.305,catheter3_mid3,tip3,Measured,316.27,482.715,31.252,0.9,-0.8,-0.7,2.283,240.54,112.34,298.268
267,1.33,skull,midpoint,calculated,391.053,333.058,184.309,,,,,180.0,180.0,180.0
267,1.33,skull,phantom1,Measured,420.331,336.041,221.5,-1.0,0.5,0.7,0.769,302.547,301.301,281.047
267,1.33,skull,phantom2,Measured,392.501,394.751,178.221,-0.1,0.4,1.2,3.735,144.806,275.766,267.124
267,1.33,skull,phantom4,Measured,390.312,301.494,187.424,0.2,1.4,1.0,0.894,276.998,295.916,252.276
270,1.345,catheter3_mid3,tip5,Measured,358.191,481.123,54.389,1.2,-1.4,-1.2,4.774,261.833,315.083,257.054
273,1.36,catheter3_mid3,tip6,Measured,414.168,478.261,34.531,0.1,0.6,2.1,2.957,82.252,264.746,35.194
274,1.365,catheter3_mid3,tip4,Measured,362.286,514.355,30.966,0.0,-1.5,-0.1,2.582,250.008,224.474,35.194
275,1.37,catheter3_mid3,tip1,Measured,318.727,482.446,15.29,-3.0,6.3,-4.1,5.062,110.916,35.194,74.494
283,1.41,skull,phantom3,Measured,452.633,326.48,134.271,0.3,0.7,0.3,1.064,220.451,358.985,339.642
285,1.42,catheter3_mid3,tip3,Measured,316.261,482.739,31.241,0.1,-0.3,0.6,1.14,291.462,258.386,273.278
287,1.43,catheter3_mid3,tip2,Measured,189.9,483.048,2.711,2.0,-1.1,2.7,4.185,227.199,4.3,24.415
290,1.445,catheter3_mid3,tip7,Mixed,119.295,489.054,2.413,-0.1,2.0,1.3,3.032,220.52,244.41,103.689
291,1.45,skull,midpoint,calculated,391.053,333.058,184.309,,,,,180.0,180.0,180.0
297,1.48,catheter3_mid3,tip5,Measured,358.2,481.096,54.383,-0.3,-2.3,9.6,6.946,260.361,309.223,298.4
297,1.48,catheter3_mid3,tip7,Mixed,119.222,489.002,2.153,0.8,2.8,-1.3,18.282,245.122,243.255,317.239
298,1.485,catheter3_mid3,tip3,Measured,316.271,482.704,31.243,1.5,0.8,0.0,1.995,172.033,180.767,299.552
300,1.495,skull,phantom4,Measured,390.313,301.524,187.433,-0.1,-0.3,0.5,1.334,203.662,175.7,29.896
301,1.5,skull,midpoint,calculated,391.053,333.058,184.309,,,,,180.0,180.0,180.0
301,1.5,skull,phantom1,Measured,420.339,336.062,221.496,-0.3,0.0,0.1,1.228,261.759,336.338,253.875
301,1.5,skull,phantom2,Measured,392.504,394.745,178.183,0.7,-0.1,-0.3,1.858,180.0,180.0,299.265
301,1.5,skull,phantom3,Measured,452.64,326.463,134.286,-0.6,0.0,-0.2,1.089,257.054,234.432,312.801
301,1.5,skull,phantom4,Measured,390.311,301.516,187.442,-0.7,-2.5,0.1,1.535,180.767,180.767,180.767
301,1.5,catheter3_mid3,tip1,Measured,318.745,482.474,15.326,2.6,0.1,-0.7,2.437,294.92,219.955,313.706
301,1.5,catheter3_mid3,tip2,Measured,189.914,483.013,2.774,-1.4,-0.6,-4.5,2.704,278.167,97.748,110.916
301,1.5,catheter3_mid3,tip3,Measured,316.261,482.725,31.233,-0.1,-0.5,0.8,0.86,244.827,69.084,296.799
301,1.5,catheter3_mid3,tip4,Measured,362.146,514.308,30.872,-0.6,0.3,-2.1,6.97,62.594,357.39,206.93
301,1.5,catheter3_mid3,tip5,Measured,358.194,481.095,54.462,0.6,0.2,-0.6,1.305,253.091,144.806,307.812
301,1.5,catheter3_mid3,tip6,Measured,414.171,478.247,34.503,0.4,-1.8,0.0,3.014,249.457,260.522,240.448
301,1.5,catheter3_mid3,tip7,Mixed,119.305,489.036,2.45,-0.7,1.4,-0.2,3.562,325.472,112.792,217.516
305,1.52,catheter3_mid3,tip6,Measured,414.232,478.268,34.513,-0.6,-1.6,-0.7,1.64,210.239,261.624,259.574
306,1.525,catheter3_mid3,tip4,Measured,362.135,514.29,30.857,-0.2,0.1,0.4,6.972,248.153,186.137,299.46
309,1.54,catheter3_mid3,tip1,Measured,318.706,482.49,15.298,-1.2,0.6,-1.4,3.362,280.733,228.257,285.144
311,1.55,skull,phantom3,Measured,452.649,326.465,134.291,0.6,-0.3,-0.4,0.808,35.194,2.576,167.158
314,1.565,catheter3_mid3,tip2,Measured,189.917,483.022,2.788,-0.2,-1.8,0.0,2.626,308.216,320.372,279.149
315,1.57,skull,midpoint,calculated,391.053,333.058,184.309,,,,,180.0,180.0,180.0
318,1.585,skull,phantom1,Measured,420.332,336.061,221.524,0.0,0.6,0.4,1.29,291.38,172.789,87.406
320,1.595,skull,phantom3,Measured,452.641,326.449,134.274,0.7,0.9,-0.3,0.925,295.173,180.767,286.553
320,1.595,catheter3_mid3,tip2,Measured,189.9,483.032,2.711,1.8,-3.8,3.2,4.177,177.194,322.671,236.84
326,1.625,catheter3_mid3,tip3,Measured,316.252,482.693,31.247,0.2,0.3,-0.8,1.99,288.984,343.829,313.056
326,1.625,catheter3_mid3,tip4,Measured,362.275,514.341,30.993,0.3,0.8,0.2,1.553,69.084,257.054,278.241
327,1.63,catheter3_mid3,tip5,Measured,358.187,481.071,54.476,0.1,-1.6,-1.0,1.487,320.754,301.301,282.026
328,1.635,catheter3_mid3,tip1,Measured,318.733,482.485,15.315,0.7,-2.0,2.5,3.97,254.978,277.386,301.301
329,1.64,skull,phantom4,Measured,390.309,301.514,187.44,-0.1,-0.1,-1.7,1.963,248.538,315.083,281.047
329,1.64,catheter3_mid3,tip7,Mixed,119.279,489.056,2.402,0.2,2.0,1.7,3.055,12.877,268.131,275.958
334,1.665,catheter3_mid3,tip6,Measured,414.17,478.218,34.504,-0.8,-1.1,-1.5,2.442,331.841,119.853,172.476
338,1.685,skull,phantom2,Measured,392.504,394.709,178.2,-0.2,0.1,0.8,1.537,286.171,333.07,255.742
339,1.69,skull,midpoint,calculated,391.053,333.058,184.309,,,,,180.0,180.0,180.0
339,1.69,catheter3_mid3,tip5,Measured,358.199,481.1,54.47,-0.8,1.2,-0.3,1.986,359.233,119.563,60.437
341,1.7,catheter3_mid3,tip2,Measured,189.899,482.987,2.784,1.4,-1.3,3.3,4.133,87.628,229.61,300.4
341,1.7,catheter3_mid3,tip6,Measured,414.153,478.232,34.529,0.7,-1.5,1.1,2.063,308.756,220.07,319.607
342,1.705,catheter3_mid3,tip7,Mixed,119.241,488.977,2.162,-0.6,1.2,-0.5,18.311,233.416,265.59,224.599
346,1.725,catheter3_mid3,tip1,Measured,318.694,482.475,15.32,1.2,-0.6,3.2,3.154,322.316,264.251,277.79
348,1.735,skull,phantom2,Measured,392.492,394.75,178.21,0.8,-0.2,0.7,2.096,161.961,132.793,156.55
354,1.765,catheter3_mid3,tip4,Measured,362.257,514.369,30.989,1.5,-1.3,1.6,1.819,273.808,337.538,167.377
355,1.77,skull,phantom4,Measured,390.315,301.535,187.436,0.3,0.6,1.0,1.338,285.171,286.673,285.836
360,1.795,catheter3_mid3,tip3,Measured,316.239,482.738,31.218,0.0,-0.4,0.0,1.586,80.969,240.405,5.901
362,1.805,skull,phantom1,Measured,420.318,336.066,221.502,0.2,-0.7,-0.1,1.12,261.833,295.916,261.833
362,1.805,skull,phantom3,Measured,452.632,326.481,134.265,0.1,0.2,0.2,0.547,297.148,243.471,292.317
363,1.81,skull,midpoint,calculated,391.053,333.058,184.309,,,,,180.0,180.0,180.0
366,1.825,catheter3_mid3,tip3,Measured,316.247,482.8,31.154,0.2,-1.3,0.3,7.251,217.485,212.957,304.421
