FRAME,TIME,PHANTOM,MARKER_NR,TRAJECTORY_TYPE,X,Y,Z,VX,VY,VZ,VELOCITY
129,0.64,catheter3_mid3,tip2,Measured,-37.644,270.26,227.88,517.6,55.1,736.6,899.371
130,0.645,catheter3_mid3,tip5,Measured,-117.925,251.389,384.739,205.2,168.2,556.2,637.029
130,0.645,catheter3_mid3,tip6,Measured,-120.613,270.757,441.03,84.4,214.6,556.6,601.338
131,0.65,catheter3_mid3,tip4,Measured,-126.878,292.196,384.068,186.8,140.3,513.6,564.761
133,0.66,skull,phantom1,Measured,420.134,336.072,221.661,-1.1,-0.1,-0.4,0.93
133,0.66,skull,phantom2,Measured,392.535,394.775,178.175,0.1,0.4,0.0,0.892
134,0.665,skull,midpoint,calculated,391.053,333.058,184.309,,,,
139,0.69,skull,phantom1,Measured,420.127,336.077,221.65,0.0,-0.5,-0.1,0.843
141,0.7,skull,phantom3,Measured,452.749,325.993,134.458,0.4,-0.5,0.8,4.529
142,0.705,catheter3_mid3,tip2,Measured,-3.917,279.785,275.412,512.9,229.1,712.4,907.4
142,0.705,catheter3_mid3,tip7,Mixed,22.5,280.864,209.746,633.9,202.4,778.6,1019.744
143,0.71,skull,phantom4,Measured,390.297,301.71,187.433,0.6,-0.9,-0.7,1.138
144,0.715,catheter3_mid3,tip1,Measured,-62.936,282.148,395.682,264.4,183.0,582.4,664.612
144,0.715,catheter3_mid3,tip3,Measured,-75.372,279.606,387.213,290.9,160.4,544.6,636.056
144,0.715,catheter3_mid3,tip5,Measured,-103.08,258.488,421.104,258.8,140.2,483.2,568.029
145,0.72,catheter3_mid3,tip4,Measured,-116.018,297.955,416.522,192.1,113.9,413.7,474.638
145,0.72,catheter3_mid3,tip6,Measured,-117.5,279.885,477.387,99.4,173.0,433.0,477.345
146,0.725,skull,phantom2,Measured,392.54,394.77,178.161,0.7,0.7,0.8,1.256
148,0.735,skull,midpoint,calculated,391.053,333.058,184.309,,,,
149,0.74,skull,phantom1,Measured,420.143,336.074,221.66,-0.1,0.0,0.8,0.937
155,0.77,catheter3_mid3,tip7,Mixed,61.367,299.073,254.262,553.8,336.2,596.6,879.126
156,0.775,skull,phantom4,Measured,390.3,301.676,187.436,0.5,-0.5,1.2,1.486
156,0.775,catheter3_mid3,tip1,Measured,-43.45,299.373,426.242,374.8,320.7,436.5,656.535
156,0.775,catheter3_mid3,tip2,Measured,30.455,299.454,319.457,456.8,310.3,528.4,764.345
157,0.78,skull,phantom2,Measured,392.54,394.804,178.146,-0.7,0.2,0.3,1.186
157,0.78,skull,phantom3,Measured,452.699,326.024,134.46,-0.1,-0.3,0.1,0.726
159,0.79,catheter3_mid3,tip3,Measured,-49.237,299.175,423.536,367.8,217.4,400.9,590.668
159,0.79,catheter3_mid3,tip5,Measured,-77.822,278.188,456.928,378.9,230.7,401.9,598.849
159,0.79,catheter3_mid3,tip6,Measured,-99.937,301.777,507.132,320.9,251.5,375.3,553.103
161,0.8,catheter3_mid3,tip4,Measured,-91.539,316.082,448.36,326.3,159.4,327.1,488.713
163,0.81,skull,midpoint,calculated,391.053,333.058,184.309,,,,
165,0.82,catheter3_mid3,tip7,Mixed,86.641,316.796,279.307,455.2,380.7,403.6,716.983
167,0.83,catheter3_mid3,tip2,Measured,53.919,316.731,343.243,390.4,290.6,329.6,596.708
168,0.835,catheter3_mid3,tip4,Measured,-81.479,318.084,456.92,258.5,-32.8,156.0,304.214
168,0.835,catheter3_mid3,tip5,Measured,-62.039,283.518,470.261,326.6,12.8,191.2,373.781
168,0.835,catheter3_mid3,tip6,Measured,-88.143,305.496,519.051,200.8,-72.1,143.9,259.504
169,0.84,catheter3_mid3,tip1,Measured,-22.076,313.201,448.093,274.0,107.8,212.3,364.248
169,0.84,catheter3_mid3,tip3,Measured,-32.416,307.215,438.486,303.8,80.9,202.8,373.745
172,0.855,skull,phantom2,Measured,392.546,394.766,178.179,-0.8,1.8,-1.0,1.843
172,0.855,skull,phantom3,Measured,452.693,325.964,134.472,0.1,-0.1,0.4,0.948
172,0.855,skull,phantom4,Measured,390.292,301.657,187.429,-0.7,1.9,-0.6,1.573
177,0.88,skull,phantom1,Measured,420.123,336.07,221.65,-0.8,0.6,0.5,1.382
178,0.885,skull,midpoint,calculated,391.053,333.058,184.309,,,,
178,0.885,catheter3_mid3,tip1,Measured,-10.568,315.145,455.615,256.0,22.0,125.8,288.094
182,0.905,catheter3_mid3,tip4,Measured,-63.999,312.738,462.694,263.1,-61.1,99.3,288.923
183,0.91,catheter3_mid3,tip6,Measured,-73.165,294.469,523.628,267.4,-129.7,80.2,306.368
183,0.91,catheter3_mid3,tip7,Mixed,121.394,349.224,306.498,306.0,306.2,252.8,501.943
184,0.915,skull,phantom3,Measured,452.913,325.992,134.715,-0.3,0.8,0.1,6.522
187,0.93,catheter3_mid3,tip2,Measured,86.791,342.13,367.531,253.5,206.6,181.2,383.451
187,0.93,catheter3_mid3,tip5,Measured,-33.728,278.633,478.19,307.2,-39.5,102.0,325.585
188,0.935,catheter3_mid3,tip3,Measured,-5.735,309.38,451.219,276.9,85.6,137.4,314.976
190,0.945,skull,phantom2,Measured,392.511,394.823,178.109,0.8,-0.4,0.0,1.027
190,0.945,skull,phantom4,Measured,390.311,301.611,187.466,0.7,1.3,0.4,1.054
192,0.955,skull,phantom1,Measured,420.089,336.11,221.569,0.4,-0.4,1.0,1.277
193,0.96,skull,midpoint,calculated,391.053,333.058,184.309,,,,
194,0.965,skull,phantom3,Measured,452.809,326.068,134.623,-15.9,-5.5,-22.6,18.682
196,0.975,skull,phantom1,Measured,420.069,336.077,221.573,5.6,-3.5,8.3,7.155
196,0.975,skull,phantom4,Measured,390.299,301.588,187.446,-0.5,-1.5,0.6,1.298
199,0.99,catheter3_mid3,tip1,Measured,15.879,317.545,470.059,206.4,58.6,132.0,251.465
200,0.995,catheter3_mid3,tip2,Measured,100.27,355.665,378.813,171.6,215.9,167.0,311.286
200,0.995,catheter3_mid3,tip7,Mixed,139.855,374.616,323.241,157.5,279.7,177.7,369.678
201,1.0,skull,midpoint,calculated,391.053,333.058,184.309,,,,
201,1.0,skull,phantom1,Measured,420.161,336.027,221.71,1.3,0.9,0.9,1.511
201,1.0,skull,phantom2,Measured,392.574,394.764,178.225,0.6,0.7,-0.8,1.63
201,1.0,skull,phantom2,Measured,392.574,394.764,178.225,0.6,0.7,-0.8,1.63
201,1.0,skull,phantom3,Measured,452.67,325.954,134.449,0.0,-0.1,-0.6,0.75
201,1.0,skull,phantom4,Measured,390.278,301.648,187.406,0.5,-0.6,0.6,1.031
201,1.0,catheter3_mid3,tip1,Measured,17.858,318.165,471.357,192.5,74.3,129.7,245.749
201,1.0,catheter3_mid3,tip2,Measured,101.098,356.736,379.686,164.2,218.6,166.7,321.067
201,1.0,catheter3_mid3,tip3,Measured,10.142,311.729,460.056,206.7,63.6,121.3,240.927
201,1.0,catheter3_mid3,tip4,Measured,-39.852,307.71,474.876,205.5,-8.6,106.8,233.071
201,1.0,catheter3_mid3,tip4,Measured,-39.852,307.71,474.876,205.5,-8.6,106.8,233.071
201,1.0,catheter3_mid3,tip5,Measured,-13.388,277.05,485.798,245.9,28.5,101.2,276.304
201,1.0,catheter3_mid3,tip5,Measured,-13.388,277.05,485.798,245.9,28.5,101.2,276.304
201,1.0,catheter3_mid3,tip6,Measured,-48.107,284.116,533.782,219.6,-41.4,93.0,241.539
201,1.0,catheter3_mid3,tip6,Measured,-48.107,284.116,533.782,219.6,-41.4,93.0,241.539
201,1.0,catheter3_mid3,tip7,Mixed,140.614,376.028,324.117,149.4,290.1,176.0,367.485
202,1.005,catheter3_mid3,tip3,Measured,11.167,312.118,460.642,201.4,74.2,123.5,246.08
207,1.03,skull,midpoint,calculated,391.053,333.058,184.309,,,,
207,1.03,skull,phantom2,Measured,392.569,394.798,178.2,0.1,-0.6,0.6,1.173
210,1.045,catheter3_mid3,tip1,Measured,25.107,322.552,477.695,122.0,104.7,159.4,225.599
210,1.045,catheter3_mid3,tip4,Measured,-32.164,309.662,480.168,134.3,61.6,150.7,206.364
212,1.055,catheter3_mid3,tip5,Measured,-2.986,281.099,492.861,157.8,88.2,150.2,234.067
212,1.055,catheter3_mid3,tip6,Measured,-38.832,285.565,540.35,136.8,46.5,151.8,209.433
213,1.06,catheter3_mid3,tip2,Measured,108.473,369.393,389.787,82.0,180.0,172.6,265.34
213,1.06,catheter3_mid3,tip3,Measured,19.42,317.584,468.316,119.1,98.3,161.5,223.729
213,1.06,catheter3_mid3,tip7,Mixed,147.046,392.338,334.956,68.2,223.5,181.7,294.799
219,1.09,skull,phantom1,Measured,420.178,336.029,221.676,-1.3,-12.0,-3.4,12.053
219,1.09,skull,phantom3,Measured,452.689,326.109,134.421,-0.2,1.0,-0.7,1.285
219,1.09,skull,phantom4,Measured,390.274,301.787,187.402,0.2,0.1,0.5,1.466
222,1.105,skull,midpoint,calculated,391.053,333.058,184.309,,,,
225,1.12,skull,phantom2,Measured,392.571,394.779,178.216,0.2,-0.4,-0.1,1.102
225,1.12,skull,phantom4,Measured,390.28,301.64,187.411,0.1,-0.4,-0.4,1.165
227,1.13,skull,phantom1,Measured,420.22,336.026,221.77,-0.4,-0.4,-0.4,6.875
227,1.13,catheter3_mid3,tip2,Measured,112.733,379.408,400.952,44.9,104.7,158.9,194.696
228,1.135,catheter3_mid3,tip1,Measured,33.331,331.029,491.906,51.9,61.4,148.3,171.885
228,1.135,catheter3_mid3,tip3,Measured,26.372,324.056,480.309,53.4,58.9,154.2,172.519
228,1.135,catheter3_mid3,tip4,Measured,-23.031,314.398,494.365,59.1,42.3,152.5,168.283
229,1.14,catheter3_mid3,tip5,Measured,6.723,287.319,506.625,60.0,46.6,143.7,162.597
229,1.14,catheter3_mid3,tip6,Measured,-29.436,290.279,553.926,59.6,31.6,146.6,161.27
229,1.14,catheter3_mid3,tip7,Mixed,150.89,405.353,348.117,41.0,112.7,173.9,212.804
232,1.155,skull,phantom3,Measured,452.671,325.995,134.449,0.5,0.7,-1.6,1.95
237,1.18,skull,midpoint,calculated,391.053,333.058,184.309,,,,
237,1.18,skull,phantom1,Measured,420.187,336.037,221.764,-0.3,-0.4,0.4,1.441
237,1.18,skull,phantom4,Measured,390.275,301.69,187.409,0.4,0.1,1.3,1.522
242,1.205,skull,phantom2,Measured,392.581,394.833,178.226,-0.1,1.0,-0.6,1.238
242,1.205,catheter3_mid3,tip2,Measured,115.282,384.237,412.987,39.9,38.2,137.5,149.569
242,1.205,catheter3_mid3,tip4,Measured,-21.57,314.435,500.996,9.4,-25.1,39.6,47.296
243,1.21,catheter3_mid3,tip1,Measured,34.643,331.827,500.734,16.1,-28.8,78.6,85.281
243,1.21,catheter3_mid3,tip5,Measured,8.035,287.164,512.776,-1.2,-30.3,28.4,43.804
243,1.21,catheter3_mid3,tip6,Measured,-29.509,288.31,559.053,-20.1,-64.7,16.4,67.933
243,1.21,catheter3_mid3,tip7,Mixed,153.735,411.08,360.52,50.5,66.5,156.9,176.785
245,1.22,catheter3_mid3,tip3,Measured,28.288,324.881,489.377,30.5,-30.1,66.0,76.796
248,1.235,skull,phantom3,Measured,452.676,325.954,134.435,0.0,0.6,0.4,0.96
251,1.25,skull,midpoint,calculated,391.053,333.058,184.309,,,,
252,1.255,skull,phantom1,Measured,420.11,336.024,221.645,-1.6,0.9,-1.2,2.124
252,1.255,skull,phantom2,Measured,392.581,394.787,178.216,0.9,-0.2,-0.1,1.366
253,1.26,skull,phantom4,Measured,390.269,301.637,187.409,-0.2,0.7,-0.6,0.826
258,1.285,catheter3_mid3,tip3,Measured,33.256,320.204,493.613,109.4,-123.8,59.4,176.201
259,1.29,skull,phantom3,Measured,452.735,325.971,134.405,-0.3,0.7,0.2,4.193
259,1.29,catheter3_mid3,tip1,Measured,40.458,325.563,506.497,97.1,-114.3,51.8,165.548
260,1.295,catheter3_mid3,tip4,Measured,-14.786,305.754,506.21,126.1,-199.6,43.6,240.703
260,1.295,catheter3_mid3,tip5,Measured,15.718,278.6,515.294,159.3,-176.3,2.3,242.873
260,1.295,catheter3_mid3,tip7,Mixed,157.114,417.9,372.556,31.5,78.1,138.0,160.308
261,1.3,catheter3_mid3,tip6,Measured,-20.334,273.875,562.043,175.5,-274.3,-6.0,326.366
265,1.32,catheter3_mid3,tip2,Measured,120.612,386.571,425.994,46.7,16.8,97.4,107.0
266,1.325,skull,midpoint,calculated,391.053,333.058,184.309,,,,
266,1.325,skull,phantom1,Measured,420.172,336.03,221.711,-0.3,1.1,-0.1,1.404
267,1.33,skull,phantom3,Measured,452.684,325.992,134.436,-0.1,0.4,-0.2,1.243
274,1.365,catheter3_mid3,tip1,Measured,45.785,317.022,507.879,41.2,-67.8,27.5,78.618
275,1.37,catheter3_mid3,tip3,Measured,40.245,311.131,495.121,28.4,-48.1,15.8,59.634
275,1.37,catheter3_mid3,tip5,Measured,23.246,268.655,512.351,29.1,-64.3,-22.8,75.542
275,1.37,catheter3_mid3,tip7,Mixed,158.648,424.334,381.947,5.4,83.8,129.6,152.299
276,1.375,catheter3_mid3,tip4,Measured,-8.331,294.289,505.077,18.6,-59.4,9.8,65.126
276,1.375,catheter3_mid3,tip6,Measured,-13.754,258.578,557.852,14.9,-96.4,-27.9,103.048
277,1.38,catheter3_mid3,tip2,Measured,122.433,388.089,431.43,7.0,9.8,109.9,99.596
279,1.39,skull,phantom2,Measured,392.578,394.854,178.205,0.6,0.0,0.5,1.272
279,1.39,skull,phantom4,Measured,390.278,301.676,187.409,0.6,-0.5,0.4,1.178
281,1.4,skull,midpoint,calculated,391.053,333.058,184.309,,,,
284,1.415,skull,phantom2,Measured,392.588,394.825,178.218,0.9,1.3,-1.4,1.279
285,1.42,catheter3_mid3,tip7,Mixed,158.205,427.342,388.351,-24.7,46.9,119.9,129.756
288,1.435,catheter3_mid3,tip2,Measured,121.672,388.861,436.889,-31.7,11.5,92.5,97.945
290,1.445,catheter3_mid3,tip1,Measured,45.884,313.71,511.883,-21.5,-36.0,45.7,62.744
291,1.45,skull,phantom1,Measured,420.16,336.022,221.7,-0.3,-0.2,0.3,0.735
291,1.45,catheter3_mid3,tip3,Measured,40.003,308.371,498.862,-25.0,-31.3,44.5,59.624
292,1.455,catheter3_mid3,tip4,Measured,-8.624,290.77,508.554,-24.6,-31.8,29.8,54.499
292,1.455,catheter3_mid3,tip5,Measured,23.402,264.91,514.644,-27.6,-39.1,16.5,49.155
293,1.46,skull,phantom3,Measured,452.665,326.004,134.407,0.9,0.9,0.4,1.391
293,1.46,skull,phantom4,Measured,390.275,301.667,187.401,-0.4,-0.7,0.6,1.584
293,1.46,catheter3_mid3,tip6,Measured,-13.528,252.711,560.142,-23.6,-66.2,3.9,71.391
295,1.47,skull,midpoint,calculated,391.053,333.058,184.309,,,,
295,1.47,skull,phantom2,Measured,392.582,394.851,178.205,0.3,-0.4,1.2,1.503
296,1.475,skull,phantom1,Measured,420.16,336.02,221.72,-0.2,-0.1,0.1,0.927
297,1.48,catheter3_mid3,tip7,Mixed,156.039,429.666,394.547,-45.2,31.8,77.1,92.943
301,1.5,skull,midpoint,calculated,391.053,333.058,184.309,,,,
301,1.5,skull,phantom1,Measured,420.17,336.02,221.725,0.0,0.2,0.2,0.783
301,1.5,skull,phantom2,Measured,392.588,394.842,178.224,-0.1,-1.0,0.4,0.948
301,1.5,skull,phantom3,Measured,452.737,325.959,134.411,-0.5,-1.6,0.1,4.906
301,1.5,skull,phantom3,Measured,452.737,325.959,134.411,-0.5,-1.6,0.1,4.906
