FRAME,TIME,PHANTOM,MARKER_NR,TRAJECTORY_TYPE,X,Y,Z,VX,VY,VZ,VELOCITY,ANGLEXY,ANGLEXZ,ANGLEYZ
53,0.26,skull,phantom2,Measured,390.768,394.725,178.008,1.4,-0.7,-0.6,1.349,131.966,245.514,242.186
53,0.26,catheter3_mid3,tip1,Measured,316.825,469.543,47.286,1.9,2.2,-3.6,2.08,353.038,171.933,207.194
53,0.26,catheter3_mid3,tip3,Measured,319.164,462.138,34.148,-1.4,-11.9,7.1,10.373,41.998,196.898,334.125
55,0.27,skull,phantom4,Measured,391.191,301.569,187.477,-1.2,0.7,1.1,7.673,194.005,261.833,248.894
55,0.27,catheter3_mid3,tip4,Measured,364.668,439.365,30.073,0.4,0.1,-1.1,4.012,321.048,203.169,248.62
55,0.27,catheter3_mid3,tip5,Measured,363.919,481.345,30.56,0.8,-1.1,-1.1,2.426,239.923,24.953,46.131
56,0.275,skull,phantom3,Measured,452.467,327.97,133.953,-0.8,-0.3,0.2,0.937,263.294,34.194,254.126
58,0.285,skull,midpoint,calculated,391.053,333.058,184.309,,,,,180.0,180.0,180.0
60,0.295,catheter3_mid3,tip2,Measured,190.67,471.576,17.664,1.5,-0.1,-0.3,1.949,220.324,278.167,168.141
60,0.295,catheter3_mid3,tip3,Measured,319.185,462.037,34.233,-1.8,-15.8,4.9,10.802,202.635,204.336,292.553
62,0.305,skull,phantom2,Measured,390.79,394.696,178.086,-0.6,-2.1,0.5,1.591,239.923,261.833,332.346
62,0.305,skull,phantom3,Measured,452.461,328.007,133.963,0.2,0.2,-0.7,0.717,346.396,286.831,277.434
62,0.305,catheter3_mid3,tip1,Measured,316.829,469.514,47.353,-0.2,-1.9,0.6,2.126,217.485,336.338,293.783
63,0.31,skull,phantom1,Measured,420.413,336.915,221.37,-0.1,0.4,-0.3,3.584,275.608,210.427,132.964
63,0.31,catheter3_mid3,tip4,Measured,364.697,439.435,30.098,-3.1,-0.5,0.3,2.053,206.437,200.164,168.817
63,0.31,catheter3_mid3,tip5,Measured,363.927,481.374,30.526,-0.3,-2.0,0.0,1.934,295.916,253.327,315.083
64,0.315,catheter3_mid3,tip6,Measured,412.287,467.103,62.04,-0.1,1.4,-0.5,1.64,265.223,191.286,248.771
64,0.315,catheter3_mid3,tip7,Mixed,122.689,465.028,-0.328,0.3,0.3,1.9,53.427,122.686,298.268,288.625
68,0.335,skull,phantom4,Measured,391.187,301.603,187.489,-0.5,1.2,-0.8,2.198,180.0,180.0,232.188
69,0.34,skull,midpoint,calculated,391.053,333.058,184.309,,,,,180.0,180.0,180.0
70,0.345,skull,phantom4,Measured,391.187,301.591,187.482,0.5,-1.6,1.6,2.236,212.957,182.048,286.025
71,0.35,catheter3_mid3,tip3,Measured,319.192,462.197,34.173,-1.1,-15.3,9.6,7.476,7.9,353.038,300.879
73,0.36,skull,phantom1,Measured,420.372,336.919,221.337,0.2,0.9,0.0,0.766,320.994,227.664,338.607
73,0.36,catheter3_mid3,tip4,Measured,364.654,439.399,30.06,4.8,-2.2,0.4,4.412,238.699,206.93,145.806
73,0.36,catheter3_mid3,tip6,Measured,412.292,467.072,62.029,0.2,-0.6,-0.6,1.498,114.142,65.856,206.079
75,0.37,catheter3_mid3,tip2,Measured,190.698,471.596,17.748,2.4,1.6,-1.1,3.186,260.974,338.607,223.364
77,0.38,skull,phantom2,Measured,390.782,394.667,178.11,1.1,-0.3,-0.6,1.238,303.828,294.224,216.623
77,0.38,catheter3_mid3,tip7,Mixed,122.665,464.993,-0.317,16.4,-49.6,55.2,52.927,257.054,326.429,291.462
79,0.39,skull,phantom3,Measured,452.447,327.976,133.967,0.2,-0.1,-0.1,0.624,155.585,155.585,180.767
80,0.395,catheter3_mid3,tip1,Measured,316.823,469.453,47.377,-2.0,-1.8,2.9,3.474,340.873,14.424,320.347
80,0.395,catheter3_mid3,tip5,Measured,363.922,481.329,30.556,-0.9,0.4,-0.1,1.408,158.575,288.244,308.049
81,0.4,skull,midpoint,calculated,391.053,333.058,184.309,,,,,180.0,180.0,180.0
83,0.41,catheter3_mid3,tip1,Measured,316.852,469.496,47.346,-2.3,-0.7,1.9,3.73,341.12,20.853,328.46
83,0.41,catheter3_mid3,tip3,Measured,319.18,462.021,34.26,0.1,0.5,0.7,6.469,333.478,193.134,311.189
84,0.415,skull,phantom1,Measured,420.383,336.911,221.344,-0.1,0.6,0.3,1.08,259.466,256.749,97.564
85,0.42,catheter3_mid3,tip2,Measured,190.73,471.601,17.72,0.6,-0.2,0.4,2.257,155.947,256.17,257.531
85,0.42,catheter3_mid3,tip7,Mixed,122.692,464.999,-0.338,0.8,-0.5,0.5,52.879,283.617,289.839,229.867
88,0.435,skull,phantom2,Measured,390.797,394.659,178.104,-0.2,0.3,-0.2,1.087,13.369,214.178,315.083
88,0.435,skull,phantom4,Measured,391.183,301.613,187.476,1.3,1.1,-0.6,1.122,76.311,289.839,266.175
91,0.45,skull,phantom3,Measured,452.452,327.985,133.976,-0.8,0.6,-0.3,1.032,32.509,281.614,259.783
91,0.45,catheter3_mid3,tip4,Measured,364.708,439.426,30.105,-0.4,-0.2,-2.6,3.947,336.169,127.207,337.068
91,0.45,catheter3_mid3,tip5,Measured,363.916,481.358,30.539,-2.5,-0.9,-0.1,3.145,128.097,288.872,260.59
91,0.45,catheter3_mid3,tip6,Measured,412.279,467.097,62.05,0.3,-0.6,0.9,1.878,177.424,277.2,266.626
92,0.455,skull,midpoint,calculated,391.053,333.058,184.309,,,,,180.0,180.0,180.0
92,0.455,skull,phantom2,Measured,390.784,394.632,178.122,-0.3,-0.8,0.9,1.578,103.689,76.311,359.233
94,0.465,catheter3_mid3,tip3,Measured,319.197,462.167,34.169,-0.5,1.6,0.8,5.719,146.731,203.662,261.833
95,0.47,catheter3_mid3,tip2,Measured,190.768,471.643,17.729,0.0,-0.1,-1.2,1.385,359.233,334.126,205.874
96,0.475,catheter3_mid3,tip4,Measured,364.729,439.408,30.064,3.4,1.5,2.3,3.879,282.112,289.839,71.38
97,0.48,skull,phantom3,Measured,452.467,327.968,133.973,0.4,-0.5,0.0,1.267,309.198,264.251,279.639
97,0.48,catheter3_mid3,tip6,Measured,412.295,467.063,62.048,0.2,1.3,-0.4,1.257,324.972,240.853,310.506
99,0.49,skull,phantom1,Measured,420.361,336.907,221.339,0.6,0.2,0.9,1.067,203.662,203.662,180.767
100,0.495,skull,phantom4,Measured,391.189,301.583,187.474,0.7,0.3,0.0,1.307,180.0,180.0,270.0
100,0.495,catheter3_mid3,tip1,Measured,316.82,469.452,47.381,-1.3,-3.0,2.3,4.556,136.028,336.338,286.909
100,0.495,catheter3_mid3,tip5,Measured,363.938,481.315,30.532,-0.4,-1.8,0.8,1.394,146.731,263.607,274.786
100,0.495,catheter3_mid3,tip7,Mixed,122.662,465.006,-0.328,19.1,-51.6,54.7,76.26,92.548,347.363,218.015
101,0.5,skull,midpoint,calculated,391.053,333.058,184.309,,,,,180.0,180.0,180.0
101,0.5,skull,phantom1,Measured,420.362,336.911,221.343,-0.4,-0.3,-1.2,0.987,274.305,180.767,325.221
101,0.5,skull,phantom2,Measured,390.786,394.642,178.112,1.5,-0.5,-0.7,1.077,283.599,240.54,282.585
101,0.5,skull,phantom3,Measured,452.457,327.974,133.972,0.5,0.6,-0.7,1.326,144.806,286.831,261.759
101,0.5,skull,phantom4,Measured,391.189,301.608,187.474,0.6,1.6,-0.6,0.958,180.0,180.0,279.878
101,0.5,catheter3_mid3,tip1,Measured,316.826,469.459,47.357,0.8,2.1,-3.9,3.651,183.942,82.436,287.914
101,0.5,catheter3_mid3,tip2,Measured,190.758,471.653,17.706,-0.3,2.1,0.0,1.703,220.197,63.845,288.658
101,0.5,catheter3_mid3,tip3,Measured,319.194,462.171,34.157,1.7,14.3,-7.8,15.899,114.957,253.327,328.994
101,0.5,catheter3_mid3,tip4,Measured,364.705,439.413,30.072,-2.7,-1.1,0.8,4.104,253.248,174.079,240.534
101,0.5,catheter3_mid3,tip5,Measured,363.929,481.327,30.531,0.3,1.0,-0.1,1.927,279.958,250.161,266.872
101,0.5,catheter3_mid3,tip6,Measured,412.278,467.076,62.04,0.2,-0.7,0.6,1.228,62.901,256.029,253.397
101,0.5,catheter3_mid3,tip7,Mixed,122.677,464.987,-0.342,-14.8,49.7,-55.9,77.38,308.399,246.156,349.693
103,0.51,skull,midpoint,calculated,391.053,333.058,184.309,,,,,180.0,180.0,180.0
106,0.525,catheter3_mid3,tip4,Measured,364.691,439.453,30.091,0.6,-1.3,-1.2,3.747,328.361,245.015,254.545
108,0.535,catheter3_mid3,tip5,Measured,363.938,481.382,30.534,0.9,-1.1,-1.1,2.92,229.213,249.226,257.327
109,0.54,skull,phantom1,Measured,420.402,336.908,221.383,0.3,-0.8,0.1,0.685,129.017,237.886,243.64
109,0.54,skull,phantom3,Measured,452.443,328.002,133.976,0.8,-0.3,0.3,1.14,1.317,247.311,259.756
109,0.54,catheter3_mid3,tip3,Measured,319.178,462.051,34.253,2.0,15.8,-8.8,12.757,193.917,258.259,262.342
110,0.545,catheter3_mid3,tip6,Measured,412.279,467.115,62.051,1.0,1.1,0.0,1.598,39.866,238.188,255.054
111,0.55,skull,phantom4,Measured,391.189,301.649,187.467,-0.6,-1.2,1.2,1.451,335.023,241.218,258.206
111,0.55,catheter3_mid3,tip1,Measured,316.842,469.525,47.337,-0.1,-2.2,1.3,2.724,19.185,249.872,260.49
111,0.55,catheter3_mid3,tip7,Mixed,122.524,465.558,-0.883,-15.9,49.8,-55.6,26.707,310.107,249.366,262.125
112,0.555,skull,phantom2,Measured,390.789,394.679,178.104,18.6,-9.2,12.2,16.975,62.604,200.358,299.789
112,0.555,catheter3_mid3,tip2,Measured,190.772,471.707,17.689,-0.2,0.3,1.1,1.585,94.214,258.259,263.791
115,0.57,skull,midpoint,calculated,391.053,333.058,184.309,,,,,180.0,180.0,180.0
115,0.57,catheter3_mid3,tip2,Measured,190.678,471.531,17.67,-1.3,1.9,-1.7,2.175,149.944,163.644,35.956
115,0.57,catheter3_mid3,tip3,Measured,319.084,461.908,34.234,1.9,12.6,-8.7,12.061,65.505,259.658,262.065
117,0.58,catheter3_mid3,tip6,Measured,412.206,466.97,62.014,1.2,-0.1,-0.3,1.571,46.383,215.854,242.383
119,0.59,skull,phantom3,Measured,452.382,327.872,133.953,0.1,0.6,0.0,1.024,28.705,256.357,259.884
119,0.59,catheter3_mid3,tip5,Measured,363.846,481.235,30.502,-1.5,0.8,0.7,2.572,286.738,240.681,249.955
121,0.6,skull,phantom4,Measured,391.131,301.516,187.44,-0.1,0.3,0.1,1.266,122.627,233.544,240.735
122,0.605,catheter3_mid3,tip4,Measured,364.584,439.286,30.047,3.5,-2.0,0.8,5.162,331.83,266.586,267.529
123,0.61,skull,phantom2,Measured,390.908,394.46,178.209,-1.4,-0.7,1.2,1.562,351.218,208.819,301.49
123,0.61,catheter3_mid3,tip1,Measured,316.768,469.373,47.312,-0.7,2.1,-0.8,2.494,353.887,260.922,264.089
124,0.615,skull,phantom1,Measured,420.31,336.799,221.336,0.5,-0.5,-0.6,1.096,307.822,249.161,262.138
124,0.615,catheter3_mid3,tip7,Mixed,122.443,465.353,-0.911,0.8,1.7,2.6,27.929,243.188,265.943,52.3
126,0.625,skull,midpoint,calculated,391.053,333.058,184.309,,,,,180.0,180.0,180.0
126,0.625,catheter3_mid3,tip7,Mixed,122.622,464.869,-0.336,0.8,0.4,-2.2,52.563,240.281,272.906,41.771
128,0.635,catheter3_mid3,tip1,Measured,316.838,469.48,47.323,-1.2,0.1,1.3,2.261,200.648,277.11,274.013
128,0.635,catheter3_mid3,tip2,Measured,190.755,471.67,17.511,1.7,-0.1,-1.2,10.861,317.374,188.615,99.323
128,0.635,catheter3_mid3,tip3,Measured,319.168,462.017,34.249,0.0,1.5,-0.3,11.326,307.03,68.319,281.69
129,0.64,skull,phantom3,Measured,452.459,327.975,133.971,0.4,-0.7,0.2,0.878,241.385,264.708,266.568
130,0.645,skull,phantom2,Measured,390.787,394.657,178.11,1.8,0.4,-1.2,1.886,137.987,209.914,302.02
131,0.65,catheter3_mid3,tip4,Measured,364.668,439.402,30.052,3.4,-1.6,1.9,5.047,118.718,273.702,272.011
132,0.655,skull,phantom4,Measured,391.191,301.588,187.474,0.1,-1.2,1.0,1.362,349.606,232.083,243.933
136,0.675,skull,phantom1,Measured,420.353,336.909,221.351,3.6,-2.7,3.8,4.543,162.829,257.054,262.865
136,0.675,catheter3_mid3,tip5,Measured,363.92,481.339,30.537,-1.0,0.7,0.6,1.313,317.981,258.953,265.526
136,0.675,catheter3_mid3,tip6,Measured,412.276,467.088,62.067,0.2,1.3,-0.3,2.164,270.54,246.935,257.102
137,0.68,skull,midpoint,calculated,391.053,333.058,184.309,,,,,180.0,180.0,180.0
139,0.69,skull,phantom4,Measured,391.126,301.499,187.436,-1.4,-0.7,2.0,2.071,46.68,237.488,254.617
140,0.695,catheter3_mid3,tip3,Measured,319.107,462.052,34.132,-0.1,-0.1,0.6,4.588,157.992,249.085,255.895
142,0.705,skull,phantom2,Measured,390.918,394.449,178.216,-0.9,-0.1,-0.7,1.084,10.342,219.006,301.496
145,0.72,catheter3_mid3,tip4,Measured,364.606,439.288,30.056,-1.2,0.5,2.1,3.445,41.796,263.782,265.937
145,0.72,catheter3_mid3,tip7,Mixed,122.435,465.367,-0.914,-0.3,0.2,0.5,1.926,349.282,320.372,114.579
147,0.73,skull,phantom1,Measured,420.29,336.796,221.337,-0.9,0.5,-1.2,1.591,110.916,257.888,262.28
147,0.73,skull,phantom3,Measured,452.383,327.858,133.964,-0.1,0.1,-0.3,0.486,89.628,260.788,263.917
147,0.73,catheter3_mid3,tip1,Measured,316.757,469.337,47.333,-2.0,-0.3,2.2,2.706,226.294,267.953,268.831
147,0.73,catheter3_mid3,tip2,Measured,190.679,471.54,17.677,5.4,2.0,-14.0,10.793,147.491,336.453,324.258
147,0.73,catheter3_mid3,tip5,Measured,363.857,481.185,30.525,-1.0,1.7,0.0,2.093,307.619,253.034,263.531
147,0.73,catheter3_mid3,tip6,Measured,412.195,466.948,62.036,-0.4,2.1,-0.8,1.481,275.934,256.308,261.151
148,0.735,skull,midpoint,calculated,391.053,333.058,184.309,,,,,180.0,180.0,180.0
148,0.735,catheter3_mid3,tip2,Measured,190.814,471.693,17.561,5.4,2.4,-13.7,10.388,224.917,272.329,305.14
148,0.735,catheter3_mid3,tip5,Measured,363.923,481.354,30.544,-0.4,2.9,-0.8,2.664,248.184,18.788,322.316
149,0.74,catheter3_mid3,tip1,Measured,316.841,469.484,47.336,2.3,0.5,-0.9,2.306,268.098,203.662,312.659
151,0.75,skull,phantom1,Measured,420.362,336.908,221.352,-0.1,-0.6,-0.6,1.1,325.472,246.808,301.301
151,0.75,skull,phantom2,Measured,390.786,394.64,178.12,-0.4,-0.8,0.8,0.785,20.085,49.793,161.922
151,0.75,skull,phantom4,Measured,391.188,301.621,187.468,0.2,0.0,1.3,1.191,296.178,359.233,329.977
151,0.75,catheter3_mid3,tip4,Measured,364.68,439.401,30.064,-1.2,2.1,1.7,4.104,306.432,159.771,317.718
151,0.75,catheter3_mid3,tip7,Mixed,122.68,464.974,-0.321,-1.7,1.0,-1.3,52.976,182.048,80.092,204.534
153,0.76,catheter3_mid3,tip3,Measured,319.187,462.168,34.16,1.7,10.0,-6.2,10.567,102.127,99.031,320.921
157,0.78,skull,phantom3,Measured,452.452,327.962,133.975,-0.8,-1.1,0.5,1.391,4.3,293.658,229.86
157,0.78,catheter3_mid3,tip6,Measured,412.276,467.072,62.055,0.5,0.6,0.6,1.312,199.423,329.977,302.547
160,0.795,skull,midpoint,calculated,391.053,333.058,184.309,,,,,180.0,180.0,180.0
160,0.795,catheter3_mid3,tip2,Measured,190.778,471.669,17.725,-0.6,0.6,-0.4,1.443,305.795,7.967,306.528
162,0.805,skull,phantom1,Measured,420.375,336.898,221.357,0.3,-1.1,0.3,1.243,290.915,287.724,203.831
162,0.805,catheter3_mid3,tip1,Measured,316.845,469.459,47.352,1.2,-0.7,-1.8,2.713,254.19,160.797,270.145
163,0.81,skull,phantom2,Measured,390.775,394.652,178.133,0.6,-0.1,-1.2,1.004,350.896,277.862,261.759
163,0.81,skull,phantom4,Measured,391.195,301.618,187.461,0.5,0.6,-0.1,1.288,312.801,359.233,294.224
164,0.815,catheter3_mid3,tip6,Measured,412.285,467.08,62.076,-0.1,0.7,0.1,1.193,204.837,212.957,251.927
165,0.82,catheter3_mid3,tip7,Mixed,122.698,465.001,-0.298,2.4,-2.7,-1.4,51.621,187.192,279.978,280.342
167,0.83,skull,phantom3,Measured,452.456,327.98,133.986,0.1,-0.4,0.1,0.649,180.0,180.0,297.806
169,0.84,catheter3_mid3,tip4,Measured,364.677,439.365,30.089,-5.0,1.0,-0.3,4.693,262.086,286.136,144.806
170,0.845,catheter3_mid3,tip3,Measured,319.175,462.04,34.253,0.7,-0.1,-1.6,1.679,6.104,246.011,251.677
170,0.845,catheter3_mid3,tip5,Measured,363.941,481.304,30.581,-0.2,0.3,0.2,3.145,318.623,228.257,341.426
171,0.85,skull,midpoint,calculated,391.053,333.058,184.309,,,,,180.0,180.0,180.0
171,0.85,catheter3_mid3,tip4,Measured,364.728,439.372,30.075,4.2,-0.4,1.3,4.336,179.006,257.379,253.362
171,0.85,catheter3_mid3,tip6,Measured,412.287,467.044,62.065,0.1,1.5,0.3,1.731,336.338,286.831,265.9
172,0.855,skull,phantom2,Measured,390.797,394.631,178.13,-0.1,0.3,-1.1,0.765,278.167,242.194,298.864
173,0.86,skull,phantom1,Measured,420.355,336.905,221.363,-0.1,-0.5,0.4,0.789,244.084,269.493,222.019
174,0.865,catheter3_mid3,tip7,Mixed,122.669,464.973,-0.293,15.3,-51.0,56.3,78.185,272.838,254.778,13.662
175,0.87,catheter3_mid3,tip1,Measured,316.819,469.452,47.396,-2.3,-1.4,3.1,4.409,327.043,352.659,202.956
177,0.88,catheter3_mid3,tip3,Measured,319.167,461.998,34.24,-0.2,-0.9,-0.2,11.865,276.393,227.68,234.276
177,0.88,catheter3_mid3,tip5,Measured,363.914,481.323,30.564,1.1,1.9,1.3,1.927,250.161,284.63,323.377
179,0.89,catheter3_mid3,tip2,Measured,190.728,471.854,17.62,1.2,1.5,-0.5,2.431,277.429,181.262,278.866
181,0.9,skull,phantom3,Measured,452.456,327.97,133.972,-0.5,0.4,-0.2,1.406,233.16,319.549,155.047
181,0.9,skull,phantom4,Measured,391.189,301.603,187.467,-0.6,-0.3,0.0,1.988,192.589,319.93,302.693
182,0.905,skull,midpoint,calculated,391.053,333.058,184.309,,,,,180.0,180.0,180.0
182,0.905,skull,phantom2,Measured,390.792,394.616,178.137,-0.2,-1.3,1.2,1.783,261.833,297.285,261.449
182,0.905,catheter3_mid3,tip1,Measured,316.815,469.43,47.377,0.5,1.6,-0.9,2.954,255.795,65.856,299.63
184,0.915,catheter3_mid3,tip5,Measured,363.938,481.331,30.558,0.4,-0.6,-0.3,2.737,359.233,122.627,57.373
189,0.94,skull,phantom3,Measured,452.463,327.974,133.989,0.1,0.6,0.0,0.809,277.65,232.852,245.776
189,0.94,catheter3_mid3,tip6,Measured,412.28,467.072,62.067,0.8,-0.7,1.5,1.581,325.085,114.957,304.012
190,0.945,skull,phantom1,Measured,420.356,336.896,221.385,-0.3,0.6,-0.1,0.695,206.93,53.844,161.961
190,0.945,skull,phantom4,Measured,391.191,301.63,187.453,0.2,0.0,-1.4,2.202,103.689,336.338,328.994
191,0.95,catheter3_mid3,tip3,Measured,319.176,461.997,34.274,-0.8,1.5,0.0,12.407,307.873,357.519,314.124
191,0.95,catheter3_mid3,tip7,Mixed,122.512,465.474,-0.827,-16.8,47.9,-56.1,50.912,196.435,213.551,235.531
192,0.955,catheter3_mid3,tip2,Measured,190.735,472.095,17.583,-0.3,4.0,1.6,3.858,343.973,241.246,281.979
