FRAME,TIME,PHANTOM,MARKER_NR,TRAJECTORY_TYPE,X,Y,Z,VX,VY,VZ,VELOCITY,ANGLEXY,ANGLEXZ,ANGLEYZ
14,0.065,skull,phantom3,Measured,452.196,328.296,133.461,-0.6,-0.8,0.2,1.165,311.174,201.764,299.014
14,0.065,skull,phantom4,Measured,391.087,301.456,187.346,-1.0,-0.3,0.7,7.647,293.708,141.82,318.032
14,0.065,catheter3_mid3,tip1,Measured,317.719,476.922,47.113,0.6,-1.6,-1.1,1.649,204.0,294.139,57.373
14,0.065,catheter3_mid3,tip2,Measured,191.687,475.261,18.626,2.7,0.8,-2.1,2.662,235.429,198.99,327.803
14,0.065,catheter3_mid3,tip3,Measured,319.623,469.116,34.218,0.2,1.6,-0.3,1.527,301.395,230.198,279.639
14,0.065,catheter3_mid3,tip4,Measured,365.048,446.936,29.724,-0.4,0.4,-0.3,1.139,141.763,169.562,350.984
14,0.065,catheter3_mid3,tip5,Measured,364.215,489.161,30.26,-2.0,1.9,0.9,2.538,166.215,241.608,353.788
14,0.065,catheter3_mid3,tip6,Measured,412.459,474.976,62.167,0.3,0.6,2.2,1.117,253.327,35.194,289.839
14,0.065,catheter3_mid3,tip7,Virtual,123.982,468.226,-3.459,1.0,1.0,-4.2,2.763,201.519,100.03,290.561
24,0.115,skull,midpoint,calculated,391.053,333.058,184.309,,,,,180.0,180.0,180.0
24,0.115,skull,phantom3,Measured,452.213,328.232,133.491,0.2,0.5,1.5,0.955,249.591,303.873,37.771
26,0.125,skull,phantom4,Measured,391.084,301.542,187.286,0.5,-0.8,-1.0,12.753,214.779,340.577,273.825
26,0.125,catheter3_mid3,tip1,Measured,317.754,476.842,47.209,-0.2,2.2,-0.9,1.689,269.066,167.821,233.544
27,0.13,catheter3_mid3,tip4,Measured,365.103,446.847,29.809,0.4,0.3,-0.7,2.233,252.518,180.767,230.358
28,0.135,skull,phantom1,Measured,420.435,336.598,221.083,-0.4,0.4,-0.5,1.312,244.304,202.305,338.236
28,0.135,catheter3_mid3,tip6,Measured,412.47,474.91,62.189,1.0,-1.1,-0.1,1.869,342.158,290.409,109.807
29,0.14,catheter3_mid3,tip2,Measured,191.664,475.104,18.75,1.9,-0.2,-0.1,2.02,282.823,225.482,261.833
29,0.14,catheter3_mid3,tip5,Measured,364.227,489.023,30.394,0.8,0.4,-2.1,2.003,295.358,268.098,319.045
30,0.145,skull,phantom2,Measured,390.995,395.102,178.391,-0.9,0.9,0.4,1.33,299.644,275.327,222.626
30,0.145,catheter3_mid3,tip3,Measured,319.651,469.014,34.235,-0.9,-0.6,0.3,1.699,9.577,113.764,295.822
33,0.16,catheter3_mid3,tip7,Virtual,124.004,468.107,-3.418,0.7,0.5,-1.8,1.38,278.389,252.933,148.826
35,0.17,skull,midpoint,calculated,391.053,333.058,184.309,,,,,180.0,180.0,180.0
35,0.17,skull,phantom1,Measured,420.46,336.53,221.203,-0.2,-0.3,-1.8,1.138,267.094,245.514,37.024
37,0.18,skull,phantom2,Measured,391.016,395.026,178.521,0.3,-0.2,0.9,0.876,248.948,275.111,21.013
37,0.18,catheter3_mid3,tip6,Measured,412.464,474.84,62.323,-0.1,0.2,0.1,0.719,66.236,38.18,335.362
39,0.19,skull,phantom4,Measured,391.075,301.422,187.294,-0.2,1.5,0.1,13.294,232.218,264.725,295.689
39,0.19,catheter3_mid3,tip1,Measured,317.735,476.782,47.175,0.2,0.5,-1.3,1.548,296.529,238.037,274.901
42,0.205,catheter3_mid3,tip2,Measured,191.773,475.08,18.822,0.5,0.6,0.4,2.08,41.202,138.798,359.233
42,0.205,catheter3_mid3,tip7,Virtual,124.018,468.017,-3.282,-0.2,0.7,1.5,1.791,318.245,53.844,326.242
44,0.215,skull,phantom3,Measured,452.21,328.165,133.568,0.6,-0.3,-0.4,1.348,277.685,165.089,221.827
44,0.215,catheter3_mid3,tip3,Measured,319.649,468.903,34.282,0.6,1.1,-1.7,1.996,288.785,284.603,250.796
44,0.215,catheter3_mid3,tip4,Measured,365.126,446.885,29.832,0.1,1.5,0.7,1.813,226.714,158.453,100.392
44,0.215,catheter3_mid3,tip5,Measured,364.239,489.018,30.319,2.3,-0.5,1.6,2.891,261.611,227.312,338.996
46,0.225,skull,midpoint,calculated,391.053,333.058,184.309,,,,,180.0,180.0,180.0
46,0.225,skull,phantom3,Measured,452.225,328.163,133.642,-0.1,0.4,0.5,1.072,10.496,196.138,319.089
46,0.225,skull,phantom4,Measured,391.067,301.543,187.243,-0.2,-0.8,-0.6,7.027,320.83,264.234,296.749
46,0.225,catheter3_mid3,tip2,Measured,191.786,475.14,18.762,-0.8,1.0,-3.4,4.172,357.458,129.119,69.084
47,0.23,catheter3_mid3,tip1,Measured,317.739,476.73,47.265,1.6,0.8,-1.0,1.967,289.32,252.775,175.503
47,0.23,catheter3_mid3,tip3,Measured,319.654,468.87,34.375,-0.6,-2.2,1.8,2.16,256.03,82.431,222.995
47,0.23,catheter3_mid3,tip7,Virtual,124.03,468.084,-3.334,0.0,-0.7,-1.3,2.43,256.311,284.766,85.1
48,0.235,catheter3_mid3,tip5,Measured,364.225,488.928,30.398,-0.8,-0.5,-0.9,1.264,206.893,280.144,319.89
51,0.25,catheter3_mid3,tip4,Measured,365.135,446.806,29.933,0.0,0.1,1.4,1.419,318.173,329.099,7.731
54,0.265,skull,phantom1,Measured,420.471,336.496,221.242,0.6,-1.2,0.7,0.872,330.796,257.283,107.144
54,0.265,catheter3_mid3,tip6,Measured,412.462,474.793,62.363,0.1,1.8,0.2,1.93,278.685,246.292,112.577
55,0.27,skull,phantom2,Measured,391.035,394.973,178.579,0.3,-0.3,-0.4,0.897,249.114,248.538,280.971
57,0.28,skull,midpoint,calculated,391.053,333.058,184.309,,,,,180.0,180.0,180.0
60,0.295,skull,phantom1,Measured,420.446,336.54,221.158,-0.3,-0.3,0.2,0.939,279.062,228.448,336.338
60,0.295,skull,phantom3,Measured,452.206,328.183,133.565,-0.1,0.6,0.4,1.13,306.339,174.085,22.972
60,0.295,skull,phantom4,Measured,391.07,301.456,187.281,-0.8,0.1,-2.4,13.97,233.568,249.615,305.293
60,0.295,catheter3_mid3,tip1,Measured,317.735,476.769,47.201,0.6,1.6,0.4,1.974,342.158,156.244,144.806
60,0.295,catheter3_mid3,tip2,Measured,191.677,475.248,18.594,0.3,1.4,-3.0,2.483,285.579,65.871,108.62
60,0.295,catheter3_mid3,tip3,Measured,319.657,468.903,34.294,0.0,1.1,-1.0,1.398,265.682,324.332,216.959
60,0.295,catheter3_mid3,tip4,Measured,365.137,446.88,29.856,-0.1,1.8,0.7,1.781,295.916,292.627,179.697
60,0.295,catheter3_mid3,tip5,Measured,364.23,488.995,30.35,-1.5,4.2,-0.5,2.585,274.786,286.171,260.795
60,0.295,catheter3_mid3,tip6,Measured,412.459,474.85,62.277,-0.1,0.1,-0.7,1.219,278.807,291.106,263.838
60,0.295,catheter3_mid3,tip7,Virtual,124.032,468.185,-3.523,0.4,1.7,-3.3,2.921,261.315,273.384,268.563
67,0.33,skull,phantom2,Measured,391.033,395.01,178.572,-0.4,0.3,-0.5,1.171,242.333,157.345,211.155
68,0.335,skull,midpoint,calculated,391.053,333.058,184.309,,,,,180.0,180.0,180.0
68,0.335,skull,phantom3,Measured,452.229,328.17,133.661,0.2,-0.2,-0.7,0.691,257.756,203.662,261.315
68,0.335,skull,phantom4,Measured,391.062,301.552,187.228,2.7,-13.9,13.6,12.897,37.746,278.093,291.855
68,0.335,catheter3_mid3,tip1,Measured,317.732,476.734,47.271,0.2,1.1,-0.3,1.958,172.033,288.785,269.928
68,0.335,catheter3_mid3,tip2,Measured,191.676,475.198,18.674,0.1,2.6,-3.5,3.009,330.796,237.858,241.629
68,0.335,catheter3_mid3,tip3,Measured,319.653,468.865,34.385,-0.4,-1.6,3.7,3.328,274.1,319.423,235.67
68,0.335,catheter3_mid3,tip4,Measured,365.135,446.862,29.951,-1.1,2.3,0.4,2.755,261.833,234.276,73.135
68,0.335,catheter3_mid3,tip5,Measured,364.206,488.997,30.432,0.5,1.8,-0.3,2.327,324.972,232.234,258.113
68,0.335,catheter3_mid3,tip7,Virtual,124.029,468.128,-3.438,0.5,1.6,-3.5,3.101,236.807,294.804,241.629
69,0.34,skull,phantom1,Measured,420.497,336.532,221.19,0.0,0.9,0.4,2.496,244.341,259.324,243.201
69,0.34,skull,phantom2,Measured,391.027,395.045,178.49,0.9,0.1,1.4,1.154,44.522,295.307,300.148
72,0.355,catheter3_mid3,tip6,Measured,412.476,474.794,62.271,0.1,-2.5,-0.9,2.446,230.091,215.749,207.29
79,0.39,skull,midpoint,calculated,391.053,333.058,184.309,,,,,180.0,180.0,180.0
81,0.4,skull,phantom1,Measured,420.459,336.516,221.183,0.5,-0.7,0.5,1.024,270.0,240.298,180.0
81,0.4,skull,phantom2,Measured,391.028,394.981,178.521,-0.9,-1.5,-0.1,1.706,250.029,248.879,65.009
81,0.4,catheter3_mid3,tip3,Measured,319.639,468.866,34.307,0.3,-0.7,1.0,1.784,254.943,285.057,359.233
86,0.425,catheter3_mid3,tip1,Measured,317.742,476.713,47.205,0.4,-0.2,-0.4,1.276,332.051,255.37,271.398
86,0.425,catheter3_mid3,tip2,Measured,191.651,475.242,18.556,1.7,1.6,-2.8,2.306,358.004,221.081,73.12
86,0.425,catheter3_mid3,tip5,Measured,364.24,488.971,30.345,0.2,1.6,-2.0,1.95,238.793,336.169,250.737
86,0.425,catheter3_mid3,tip7,Virtual,124.041,468.172,-3.556,1.3,0.2,-3.0,2.661,103.739,229.596,69.117
87,0.43,catheter3_mid3,tip6,Measured,412.464,474.749,62.375,0.3,1.0,0.7,1.115,180.0,180.0,327.826
89,0.44,skull,phantom3,Measured,452.21,328.166,133.585,-0.7,-0.3,0.2,0.953,40.641,308.874,313.706
89,0.44,skull,phantom4,Measured,391.069,301.434,187.271,0.2,0.3,-1.6,13.131,307.148,232.954,316.877
89,0.44,catheter3_mid3,tip4,Measured,365.137,446.856,29.883,-1.4,-0.7,0.5,1.762,219.17,184.149,199.127
90,0.445,skull,midpoint,calculated,391.053,333.058,184.309,,,,,180.0,180.0,180.0
90,0.445,skull,phantom4,Measured,391.062,301.504,187.223,-4.2,12.8,-12.9,7.171,69.813,38.18,47.69
90,0.445,catheter3_mid3,tip4,Measured,365.135,446.798,29.969,-1.2,0.5,0.5,1.698,40.89,203.971,342.565
91,0.45,skull,phantom2,Measured,391.039,394.931,178.594,0.3,1.2,-0.3,1.482,310.099,316.467,332.214
91,0.45,skull,phantom3,Measured,452.243,328.118,133.669,0.1,0.4,0.3,0.806,319.089,238.071,349.792
91,0.45,catheter3_mid3,tip2,Measured,191.644,475.139,18.683,0.5,0.5,-2.3,2.371,224.917,277.546,281.402
91,0.45,catheter3_mid3,tip3,Measured,319.665,468.791,34.382,-0.1,1.4,0.0,1.42,189.803,275.288,328.756
93,0.46,skull,phantom1,Measured,420.505,336.516,221.205,0.3,0.5,-0.1,2.405,258.386,122.627,286.673
93,0.46,catheter3_mid3,tip1,Measured,317.738,476.754,47.204,-1.0,2.2,-1.0,2.512,180.0,180.0,180.0
93,0.46,catheter3_mid3,tip5,Measured,364.226,489.008,30.357,-1.3,0.3,1.0,1.243,257.531,257.531,180.767
95,0.47,catheter3_mid3,tip6,Measured,412.464,474.849,62.296,0.2,1.9,-0.3,1.718,315.083,282.946,250.161
100,0.495,catheter3_mid3,tip7,Virtual,124.042,468.057,-3.388,0.1,-4.6,2.3,5.792,124.468,332.883,2.535
101,0.5,skull,midpoint,calculated,391.053,333.058,184.309,,,,,180.0,180.0,180.0
101,0.5,skull,phantom1,Measured,420.51,336.517,221.211,-0.5,1.0,0.7,1.194,288.984,201.995,164.084
101,0.5,skull,phantom2,Measured,391.038,395.029,178.513,-0.4,-0.9,-0.6,1.076,332.051,322.437,165.71
101,0.5,skull,phantom3,Measured,452.223,328.195,133.596,0.4,-0.3,0.3,0.798,278.167,126.156,178.954
101,0.5,skull,phantom4,Measured,391.06,301.47,187.263,-1.3,-0.7,0.1,13.448,314.403,32.321,307.4
101,0.5,catheter3_mid3,tip1,Measured,317.738,476.754,47.205,-0.6,-2.4,2.3,2.444,92.773,214.915,233.441
101,0.5,catheter3_mid3,tip2,Measured,191.728,475.195,18.672,1.0,-4.9,5.5,6.627,234.446,282.246,32.509
101,0.5,catheter3_mid3,tip3,Measured,319.67,468.89,34.303,-1.0,0.0,-0.5,1.041,275.749,264.251,359.233
101,0.5,catheter3_mid3,tip4,Measured,365.151,446.88,29.895,1.2,2.2,1.5,2.083,311.914,335.501,300.077
101,0.5,catheter3_mid3,tip5,Measured,364.24,489.011,30.36,-0.5,-2.4,0.3,2.468,306.432,261.833,284.63
101,0.5,catheter3_mid3,tip6,Measured,412.473,474.843,62.294,0.2,0.6,-0.1,0.857,255.864,210.023,284.105
101,0.5,catheter3_mid3,tip7,Virtual,124.041,468.118,-3.45,-0.8,-6.5,6.2,7.23,232.646,320.314,0.978
103,0.51,skull,phantom1,Measured,420.523,336.472,221.304,0.6,-0.4,0.0,0.832,258.141,279.14,168.597
105,0.52,catheter3_mid3,tip2,Measured,191.786,475.045,18.842,9.4,1.6,8.2,8.48,292.917,162.028,252.562
107,0.53,catheter3_mid3,tip1,Measured,317.744,476.705,47.289,1.2,-1.1,-1.9,2.679,235.531,177.378,250.125
107,0.53,catheter3_mid3,tip7,Virtual,124.027,467.89,-3.22,0.7,-1.5,-2.1,6.701,241.178,259.315,13.472
111,0.55,catheter3_mid3,tip3,Measured,319.66,468.891,34.302,0.5,-0.2,0.4,2.3,15.991,226.403,75.406
111,0.55,catheter3_mid3,tip5,Measured,364.237,488.975,30.369,-0.6,0.6,-1.9,2.427,253.839,303.828,259.216
111,0.55,catheter3_mid3,tip6,Measured,412.47,474.814,62.301,0.9,-0.9,-0.1,1.083,245.776,325.085,297.148
112,0.555,skull,midpoint,calculated,391.053,333.058,184.309,,,,,180.0,180.0,180.0
114,0.565,catheter3_mid3,tip1,Measured,317.734,476.731,47.216,-1.0,-1.6,2.3,2.754,27.415,264.028,208.931
114,0.565,catheter3_mid3,tip5,Measured,364.222,489.018,30.377,-0.9,-2.1,-2.0,2.336,305.14,338.556,186.239
115,0.57,skull,phantom1,Measured,420.507,336.519,221.206,0.0,0.2,1.8,1.075,255.37,253.975,159.915
115,0.57,skull,phantom3,Measured,452.22,328.186,133.583,0.3,-1.4,-0.7,1.482,359.233,247.404,292.596
118,0.585,skull,phantom2,Measured,391.042,394.988,178.598,-0.6,-0.6,-0.6,0.84,211.006,257.379,116.208
118,0.585,skull,phantom4,Measured,391.058,301.553,187.215,0.9,1.5,-0.4,1.395,301.963,114.957,289.839
118,0.585,catheter3_mid3,tip3,Measured,319.664,468.849,34.38,1.0,-1.5,0.4,1.101,103.689,141.82,203.662
118,0.585,catheter3_mid3,tip6,Measured,412.465,474.812,62.371,0.3,0.9,1.5,2.154,295.916,302.519,23.853
120,0.595,catheter3_mid3,tip4,Measured,365.189,446.856,29.982,-0.2,-0.7,1.7,3.618,264.365,124.321,291.984
122,0.605,catheter3_mid3,tip2,Measured,191.581,475.123,18.62,-9.8,1.0,-9.8,10.785,132.347,344.547,32.321
122,0.605,catheter3_mid3,tip7,Virtual,124.021,468.038,-3.485,-0.7,-0.3,-8.9,7.639,122.368,260.564,14.065
123,0.61,skull,midpoint,calculated,391.053,333.058,184.309,,,,,180.0,180.0,180.0
129,0.64,catheter3_mid3,tip1,Measured,317.739,476.694,47.302,0.0,-3.4,2.7,2.628,297.391,222.165,254.877
130,0.645,skull,phantom3,Measured,452.249,328.157,133.685,0.0,0.0,0.1,0.698,223.322,276.236,284.342
130,0.645,catheter3_mid3,tip5,Measured,364.228,488.977,30.466,-0.4,-0.8,1.5,1.728,305.724,182.048,267.471
132,0.655,skull,phantom1,Measured,420.463,336.508,221.194,0.7,-0.3,-0.1,2.928,128.901,265.649,213.44
132,0.655,skull,phantom2,Measured,391.032,394.98,178.533,-2.2,-1.3,-0.3,1.332,175.7,271.902,221.49
132,0.655,skull,phantom4,Measured,391.064,301.418,187.26,-1.5,0.3,-2.9,12.972,258.233,231.244,303.58
132,0.655,catheter3_mid3,tip3,Measured,319.661,468.834,34.32,-0.4,-0.6,0.3,1.587,301.704,291.11,160.797
132,0.655,catheter3_mid3,tip4,Measured,365.138,446.851,29.921,-3.0,-1.3,-0.7,2.43,343.395,300.711,21.083
132,0.655,catheter3_mid3,tip6,Measured,412.462,474.785,62.316,0.4,-1.9,0.0,1.027,290.37,301.301,280.342
133,0.66,catheter3_mid3,tip2,Measured,191.696,474.897,18.876,2.9,-0.8,-4.0,4.608,250.657,122.848,214.779
133,0.66,catheter3_mid3,tip7,Virtual,124.012,467.801,-3.232,1.6,0.3,-5.2,4.94,331.841,235.466,1.001
134,0.665,skull,midpoint,calculated,391.053,333.058,184.309,,,,,180.0,180.0,180.0
134,0.665,skull,phantom4,Measured,391.055,301.501,187.216,0.8,0.0,1.2,6.664,296.529,289.637,309.198
136,0.675,skull,phantom2,Measured,391.044,394.926,178.608,0.9,-0.1,-0.2,1.254,335.241,270.947,339.098
136,0.675,skull,phantom3,Measured,452.245,328.104,133.698,-0.4,0.0,0.5,0.65,138.713,261.833,274.1
136,0.675,catheter3_mid3,tip3,Measured,319.652,468.782,34.408,-0.7,0.0,-0.2,1.462,21.425,20.107,289.471
136,0.675,catheter3_mid3,tip4,Measured,365.133,446.777,30.002,1.6,-0.7,0.3,2.3,256.378,331.005,46.293
138,0.685,catheter3_mid3,tip5,Measured,364.226,488.909,30.463,1.1,-0.6,-0.2,2.435,213.859,250.708,341.05
139,0.69,skull,phantom1,Measured,420.486,336.463,221.268,3.3,-3.0,2.9,3.803,320.754,129.631,330.228
139,0.69,catheter3_mid3,tip1,Measured,317.716,476.632,47.286,-1.2,-0.8,0.2,1.872,146.896,315.03,329.573
139,0.69,catheter3_mid3,tip2,Measured,191.567,474.855,18.316,1.1,-0.1,-4.8,5.154,180.0,180.0,283.038
139,0.69,catheter3_mid3,tip7,Virtual,124.08,467.745,-3.836,0.6,-0.7,-4.9,5.178,92.035,228.681,280.445
143,0.71,catheter3_mid3,tip6,Measured,412.482,474.841,62.306,0.9,0.7,0.2,1.807,164.646,291.545,244.854
145,0.72,skull,midpoint,calculated,391.053,333.058,184.309,,,,,180.0,180.0,180.0
147,0.73,skull,phantom4,Measured,391.06,301.436,187.255,-2.9,13.8,-13.7,18.368,204.868,178.02,125.396
148,0.735,skull,phantom3,Measured,452.246,328.146,133.695,0.3,-0.3,-0.7,0.801,321.824,276.455,355.132
148,0.735,catheter3_mid3,tip3,Measured,319.664,468.84,34.389,0.2,0.8,-2.7,2.097,280.144,234.837,151.4
151,0.75,skull,phantom1,Measured,420.51,336.521,221.221,0.4,0.4,-0.1,1.562,207.194,262.26,281.837
151,0.75,skull,phantom2,Measured,391.029,395.033,178.514,-0.3,-0.6,0.3,1.322,219.303,302.98,307.382
151,0.75,catheter3_mid3,tip1,Measured,317.742,476.755,47.187,-0.9,-0.4,1.2,1.944,329.977,298.443,281.464
151,0.75,catheter3_mid3,tip2,Measured,191.567,475.074,18.267,-2.7,-1.8,-1.0,3.953,292.71,279.679,56.1
151,0.75,catheter3_mid3,tip5,Measured,364.236,489.011,30.372,2.1,-1.2,-1.3,2.361,335.812,287.537,277.483
151,0.75,catheter3_mid3,tip7,Virtual,124.085,467.989,-3.88,-0.5,-3.3,-0.1,4.613,351.14,242.536,73.051
152,0.755,catheter3_mid3,tip6,Measured,412.468,474.782,62.399,0.0,1.2,-1.0,1.292,183.942,33.652,290.478
154,0.765,catheter3_mid3,tip4,Measured,365.157,446.858,29.907,2.0,-1.8,0.5,2.617,91.619,285.067,278.859
156,0.775,skull,midpoint,calculated,391.053,333.058,184.309,,,,,180.0,180.0,180.0
158,0.785,skull,phantom1,Measured,420.539,336.454,221.316,-0.4,-0.5,-0.5,1.064,173.612,211.814,214.811
163,0.81,catheter3_mid3,tip6,Measured,412.476,474.815,62.284,-0.7,0.2,-0.4,1.277,291.999,322.054,285.596
165,0.82,skull,phantom3,Measured,452.212,328.171,133.592,-0.6,-0.1,0.4,0.85,351.779,240.16,288.315
165,0.82,catheter3_mid3,tip3,Measured,319.659,468.888,34.292,0.1,1.8,-3.2,2.231,257.065,359.233,287.554
166,0.825,skull,phantom2,Measured,391.18,394.668,178.725,20.5,-13.1,15.3,19.997,198.243,319.208,310.782
166,0.825,skull,phantom4,Measured,390.987,301.374,187.181,-4.5,12.2,-13.1,7.886,224.917,162.787,353.522
166,0.825,catheter3_mid3,tip1,Measured,317.64,476.517,47.234,0.6,-1.5,0.9,1.884,356.35,287.799,278.055
166,0.825,catheter3_mid3,tip2,Measured,191.444,474.734,18.674,5.5,-0.6,3.4,10.081,337.711,186.729,26.782
166,0.825,catheter3_mid3,tip4,Measured,365.052,446.682,29.934,2.2,-1.2,1.1,2.439,326.318,277.261,274.733
166,0.825,catheter3_mid3,tip5,Measured,364.135,488.78,30.402,-1.4,1.7,0.2,2.664,264.167,292.642,282.656
166,0.825,catheter3_mid3,tip7,Virtual,123.918,467.624,-3.43,0.7,-2.2,3.4,9.482,265.878,283.695,349.61
167,0.83,skull,midpoint,calculated,391.053,333.058,184.309,,,,,180.0,180.0,180.0
167,0.83,skull,phantom1,Measured,420.423,336.334,221.224,-0.6,-0.2,0.3,2.551,285.382,308.049,281.829
167,0.83,skull,phantom3,Measured,452.178,327.99,133.648,0.5,0.8,0.6,1.007,282.393,349.52,289.189
168,0.835,catheter3_mid3,tip3,Measured,319.582,468.629,34.369,-0.8,0.7,-1.5,2.857,281.539,338.111,287.48
168,0.835,catheter3_mid3,tip6,Measured,412.396,474.593,62.343,-0.5,-2.8,0.6,2.812,340.532,290.875,278.957
169,0.84,skull,phantom2,Measured,391.041,394.98,178.532,-18.9,13.4,-16.3,19.62,246.903,152.585,84.909
170,0.845,catheter3_mid3,tip2,Measured,191.695,474.516,18.917,4.3,23.2,-9.9,27.897,123.139,253.581,307.161
170,0.845,catheter3_mid3,tip7,Virtual,124.004,467.36,-3.18,2.5,25.1,-11.3,30.288,220.896,243.114,307.273
172,0.855,skull,phantom4,Measured,391.062,301.424,187.262,0.3,-3.1,1.5,14.467,344.841,292.529,299.41
172,0.855,catheter3_mid3,tip5,Measured,364.228,488.941,30.367,-0.5,0.6,-1.0,2.494,215.872,266.29,71.103
177,0.88,catheter3_mid3,tip1,Measured,317.723,476.696,47.209,-0.7,-0.9,-0.1,1.424,276.21,110.187,19.773
177,0.88,catheter3_mid3,tip4,Measured,365.171,446.864,29.919,-0.1,0.5,-0.4,3.35,343.428,245.221,20.656
178,0.885,skull,midpoint,calculated,391.053,333.058,184.309,,,,,180.0,180.0,180.0
179,0.89,skull,phantom4,Measured,391.059,301.521,187.216,-0.4,-0.3,2.3,12.765,245.296,238.037,295.899
179,0.89,catheter3_mid3,tip4,Measured,365.155,446.778,30.013,0.6,0.3,0.2,2.843,273.35,32.462,225.57
180,0.895,skull,phantom2,Measured,391.051,394.921,178.606,1.6,-1.2,0.3,2.054,328.027,278.43,75.38
183,0.91,skull,phantom3,Measured,452.234,328.154,133.595,0.1,1.2,-0.2,0.798,201.403,212.923,268.628
183,0.91,catheter3_mid3,tip2,Measured,191.775,474.914,18.688,0.6,0.5,0.0,1.111,274.942,323.088,96.496
183,0.91,catheter3_mid3,tip6,Measured,412.479,474.78,62.314,0.5,1.4,1.2,1.625,57.373,13.858,199.423
183,0.91,catheter3_mid3,tip7,Virtual,124.049,467.816,-3.443,-0.1,0.0,-0.3,0.514,191.707,142.996,36.718
186,0.925,catheter3_mid3,tip1,Measured,317.718,476.618,47.294,-0.1,2.0,-1.6,1.848,204.837,274.743,296.108
187,0.93,skull,phantom1,Measured,420.481,336.501,221.19,-0.1,-0.4,0.8,1.42,257.277,34.438,235.94
187,0.93,catheter3_mid3,tip3,Measured,319.652,468.835,34.308,0.7,-0.1,-0.3,1.177,233.364,203.151,211.99
187,0.93,catheter3_mid3,tip5,Measured,364.215,488.972,30.407,0.9,-0.6,-0.2,2.288,327.707,324.251,148.41
189,0.94,skull,midpoint,calculated,391.053,333.058,184.309,,,,,180.0,180.0,180.0
190,0.945,skull,phantom3,Measured,452.249,328.12,133.701,-0.3,-0.2,0.2,0.517,40.787,149.329,31.811
190,0.945,catheter3_mid3,tip2,Measured,191.739,474.804,18.828,-2.2,-5.4,4.9,6.168,177.697,213.682,292.086
190,0.945,catheter3_mid3,tip3,Measured,319.659,468.795,34.402,0.3,0.2,1.6,1.972,332.883,272.537,352.201
