FRAME,TIME,PHANTOM,MARKER_NR,TRAJECTORY_TYPE,X,Y,Z,VX,VY,VZ,VELOCITY,ANGLEXY,ANGLEXZ,ANGLEYZ
165,0.82,catheter3_mid3,tip7,Mixed,86.641,316.796,279.307,455.2,380.7,403.6,716.983,192.675,213.046,206.271
167,0.83,catheter3_mid3,tip2,Measured,53.919,316.731,343.243,390.4,290.6,329.6,596.708,214.145,217.803,188.809
168,0.835,catheter3_mid3,tip4,Measured,-81.479,318.084,456.92,258.5,-32.8,156.0,304.214,288.091,250.354,17.228
168,0.835,catheter3_mid3,tip5,Measured,-62.039,283.518,470.261,326.6,12.8,191.2,373.781,279.986,253.52,256.226
168,0.835,catheter3_mid3,tip6,Measured,-88.143,305.496,519.051,200.8,-72.1,143.9,259.504,321.92,251.925,295.249
169,0.84,catheter3_mid3,tip1,Measured,-22.076,313.201,448.093,274.0,107.8,212.3,364.248,260.228,226.114,218.957
169,0.84,catheter3_mid3,tip3,Measured,-32.416,307.215,438.486,303.8,80.9,202.8,373.745,265.341,240.373,294.352
172,0.855,skull,phantom2,Measured,392.546,394.766,178.179,-0.8,1.8,-1.0,1.843,359.4,35.194,70.579
172,0.855,skull,phantom3,Measured,452.693,325.964,134.472,0.1,-0.1,0.4,0.948,262.668,156.15,322.972
172,0.855,skull,phantom4,Measured,390.292,301.657,187.429,-0.7,1.9,-0.6,1.573,219.693,54.89,329.509
177,0.88,skull,phantom1,Measured,420.123,336.07,221.65,-0.8,0.6,0.5,1.382,47.69,324.374,152.651
178,0.885,skull,midpoint,calculated,391.053,333.058,184.309,,,,,180.0,180.0,180.0
178,0.885,catheter3_mid3,tip1,Measured,-10.568,315.145,455.615,256.0,22.0,125.8,288.094,264.786,235.175,285.54
182,0.905,catheter3_mid3,tip4,Measured,-63.999,312.738,462.694,263.1,-61.1,99.3,288.923,282.106,238.364,219.873
183,0.91,catheter3_mid3,tip6,Measured,-73.165,294.469,523.628,267.4,-129.7,80.2,306.368,295.118,245.422,355.57
183,0.91,catheter3_mid3,tip7,Mixed,121.394,349.224,306.498,306.0,306.2,252.8,501.943,340.452,196.76,225.589
184,0.915,skull,phantom3,Measured,452.913,325.992,134.715,-0.3,0.8,0.1,6.522,321.354,200.036,62.095
187,0.93,catheter3_mid3,tip2,Measured,86.791,342.13,367.531,253.5,206.6,181.2,383.451,179.946,206.463,206.904
187,0.93,catheter3_mid3,tip5,Measured,-33.728,278.633,478.19,307.2,-39.5,102.0,325.585,274.468,247.51,20.149
188,0.935,catheter3_mid3,tip3,Measured,-5.735,309.38,451.219,276.9,85.6,137.4,314.976,261.461,234.35,229.058
190,0.945,skull,phantom2,Measured,392.511,394.823,178.109,0.8,-0.4,0.0,1.027,347.879,116.644,132.689
190,0.945,skull,phantom4,Measured,390.311,301.611,187.466,0.7,1.3,0.4,1.054,68.998,145.806,202.146
192,0.955,skull,phantom1,Measured,420.089,336.11,221.569,0.4,-0.4,1.0,1.277,271.885,281.614,276.979
193,0.96,skull,midpoint,calculated,391.053,333.058,184.309,,,,,180.0,180.0,180.0
194,0.965,skull,phantom3,Measured,452.809,326.068,134.623,-15.9,-5.5,-22.6,18.682,208.578,96.522,62.741
196,0.975,skull,phantom1,Measured,420.069,336.077,221.573,5.6,-3.5,8.3,7.155,304.616,289.973,245.668
196,0.975,skull,phantom4,Measured,390.299,301.588,187.446,-0.5,-1.5,0.6,1.298,253.248,75.136,315.083
199,0.99,catheter3_mid3,tip1,Measured,15.879,317.545,470.059,206.4,58.6,132.0,251.465,251.439,225.909,9.434
200,0.995,catheter3_mid3,tip2,Measured,100.27,355.665,378.813,171.6,215.9,167.0,311.286,68.717,169.101,209.192
200,0.995,catheter3_mid3,tip7,Mixed,139.855,374.616,323.241,157.5,279.7,177.7,369.678,102.32,140.534,229.062
201,1.0,skull,midpoint,calculated,391.053,333.058,184.309,,,,,180.0,180.0,180.0
201,1.0,skull,phantom1,Measured,420.161,336.027,221.71,1.3,0.9,0.9,1.511,263.228,144.806,110.187
201,1.0,skull,phantom2,Measured,392.574,394.764,178.225,0.6,0.7,-0.8,1.63,302.563,103.689,321.824
201,1.0,skull,phantom3,Measured,452.67,325.954,134.449,0.0,-0.1,-0.6,0.75,92.686,138.14,280.464
201,1.0,skull,phantom4,Measured,390.278,301.648,187.406,0.5,-0.6,0.6,1.031,281.167,180.767,271.649
201,1.0,catheter3_mid3,tip1,Measured,17.858,318.165,471.357,192.5,74.3,129.7,245.749,230.364,201.486,177.946
201,1.0,catheter3_mid3,tip2,Measured,101.098,356.736,379.686,164.2,218.6,166.7,321.067,301.256,349.039,211.235
201,1.0,catheter3_mid3,tip3,Measured,10.142,311.729,460.056,206.7,63.6,121.3,240.927,247.148,233.137,101.123
201,1.0,catheter3_mid3,tip4,Measured,-39.852,307.71,474.876,205.5,-8.6,106.8,233.071,255.132,222.871,296.314
201,1.0,catheter3_mid3,tip5,Measured,-13.388,277.05,485.798,245.9,28.5,101.2,276.304,246.498,223.761,236.751
201,1.0,catheter3_mid3,tip6,Measured,-48.107,284.116,533.782,219.6,-41.4,93.0,241.539,260.975,220.938,314.433
201,1.0,catheter3_mid3,tip7,Mixed,140.614,376.028,324.117,149.4,290.1,176.0,367.485,309.691,48.775,225.112
202,1.005,catheter3_mid3,tip3,Measured,11.167,312.118,460.642,201.4,74.2,123.5,246.08,225.321,193.199,289.784
207,1.03,skull,midpoint,calculated,391.053,333.058,184.309,,,,,180.0,180.0,180.0
207,1.03,skull,phantom2,Measured,392.569,394.798,178.2,0.1,-0.6,0.6,1.173,274.318,299.595,334.192
210,1.045,catheter3_mid3,tip1,Measured,25.107,322.552,477.695,122.0,104.7,159.4,225.599,174.423,271.482,90.441
210,1.045,catheter3_mid3,tip4,Measured,-32.164,309.662,480.168,134.3,61.6,150.7,206.364,237.304,0.301,278.303
212,1.055,catheter3_mid3,tip5,Measured,-2.986,281.099,492.861,157.8,88.2,150.2,234.067,227.284,258.796,346.623
212,1.055,catheter3_mid3,tip6,Measured,-38.832,285.565,540.35,136.8,46.5,151.8,209.433,238.572,177.413,285.344
213,1.06,catheter3_mid3,tip2,Measured,108.473,369.393,389.787,82.0,180.0,172.6,265.34,327.901,302.859,153.174
213,1.06,catheter3_mid3,tip3,Measured,19.42,317.584,468.316,119.1,98.3,161.5,223.729,193.02,278.33,107.568
213,1.06,catheter3_mid3,tip7,Mixed,147.046,392.338,334.956,68.2,223.5,181.7,294.799,255.723,253.389,178.526
219,1.09,skull,phantom1,Measured,420.178,336.029,221.676,-1.3,-12.0,-3.4,12.053,274.1,342.723,265.257
219,1.09,skull,phantom3,Measured,452.689,326.109,134.421,-0.2,1.0,-0.7,1.285,267.124,69.084,284.363
219,1.09,skull,phantom4,Measured,390.274,301.787,187.402,0.2,0.1,0.5,1.466,227.984,182.048,273.512
222,1.105,skull,midpoint,calculated,391.053,333.058,184.309,,,,,180.0,180.0,180.0
225,1.12,skull,phantom2,Measured,392.571,394.779,178.216,0.2,-0.4,-0.1,1.102,339.76,180.767,259.267
225,1.12,skull,phantom4,Measured,390.28,301.64,187.411,0.1,-0.4,-0.4,1.165,307.148,245.776,272.293
227,1.13,skull,phantom1,Measured,420.22,336.026,221.77,-0.4,-0.4,-0.4,6.875,289.839,259.466,304.771
227,1.13,catheter3_mid3,tip2,Measured,112.733,379.408,400.952,44.9,104.7,158.9,194.696,80.793,106.602,313.499
228,1.135,catheter3_mid3,tip1,Measured,33.331,331.029,491.906,51.9,61.4,148.3,171.885,230.106,242.642,42.829
228,1.135,catheter3_mid3,tip3,Measured,26.372,324.056,480.309,53.4,58.9,154.2,172.519,243.682,199.93,194.813
228,1.135,catheter3_mid3,tip4,Measured,-23.031,314.398,494.365,59.1,42.3,152.5,168.283,268.549,303.502,261.608
229,1.14,catheter3_mid3,tip5,Measured,6.723,287.319,506.625,60.0,46.6,143.7,162.597,276.801,55.682,139.59
229,1.14,catheter3_mid3,tip6,Measured,-29.436,290.279,553.926,59.6,31.6,146.6,161.27,117.78,27.721,235.832
229,1.14,catheter3_mid3,tip7,Mixed,150.89,405.353,348.117,41.0,112.7,173.9,212.804,31.009,114.397,354.671
232,1.155,skull,phantom3,Measured,452.671,325.995,134.449,0.5,0.7,-1.6,1.95,111.076,249.63,249.638
237,1.18,skull,midpoint,calculated,391.053,333.058,184.309,,,,,180.0,180.0,180.0
237,1.18,skull,phantom1,Measured,420.187,336.037,221.764,-0.3,-0.4,0.4,1.441,260.234,169.562,285.915
237,1.18,skull,phantom4,Measured,390.275,301.69,187.409,0.4,0.1,1.3,1.522,308.483,270.0,270.0
242,1.205,skull,phantom2,Measured,392.581,394.833,178.226,-0.1,1.0,-0.6,1.238,180.0,180.0,257.344
242,1.205,catheter3_mid3,tip2,Measured,115.282,384.237,412.987,39.9,38.2,137.5,149.569,243.173,318.383,319.282
242,1.205,catheter3_mid3,tip4,Measured,-21.57,314.435,500.996,9.4,-25.1,39.6,47.296,101.187,214.601,309.25
243,1.21,catheter3_mid3,tip1,Measured,34.643,331.827,500.734,16.1,-28.8,78.6,85.281,16.498,182.498,345.247
